"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"3487","cbmipnut",2005,1,NA,0.098,0.0065,1.0425,1.049,2.43,NA,0,0,0,0,0
"3488","cbmipnut",2005,3,0.032,0.07,0.0075,0.458,0.4655,8.22,0,0,0,0,0,0
"3489","cbmipnut",2005,4,0.074,0.036,0.0045,0.4625,0.467,3.325,0,0,0,0,0,0
"3490","cbmipnut",2005,5,0.1535,0.0705,0.0075,0.5525,0.56,2.28,0,0,0,0,0,0
"3491","cbmipnut",2005,6,0.0975,0.0765,0.0135,0.4395,0.453,6.54,0,0,0,0,0,0
"3492","cbmipnut",2005,7,0.093,0.081,0.0095,0.429,0.4385,3.61,0,0,0,0,0,0
"3493","cbmipnut",2005,8,0.2625,0.098,0.006,0.662333333333333,0.668333333333333,4.56,0,0,0,0,0,0
"3494","cbmipnut",2005,9,0.094,0.0395,0.0025,0.3175,0.32,10.915,0,0,0,0,0,0
"3495","cbmipnut",2005,10,0.048,0.0475,0.006,0.2865,0.2925,4.24,0,0,0,0,0,0
"3496","cbmipnut",2005,11,0.09,0.024,0.0035,0.407,0.4105,3.66,0,0,0,0,0,0
"3497","cbmipnut",2005,12,0.104,0.048,0.003,0.191,0.194,1.2,0,0,0,0,0,0
"3498","cbmipnut",2006,1,0.0285,0.058,0.0045,0.33,0.3345,4.42,0,0,0,0,0,0
"3499","cbmipnut",2006,2,0.021,0.06,0.00533333333333333,0.405666666666667,0.411,5.47333333333333,0,0,0,0,0,0
"3500","cbmipnut",2006,3,0.235,0.025,0.001,0.101,0.102,1.49,0,0,0,0,0,0
"3501","cbmipnut",2006,4,0.032,0.137,0.0145,0.4085,0.423,10.84,0,0,0,0,0,0
"3502","cbmipnut",2006,5,0.181333333333333,0.135333333333333,0.021,0.621333333333333,0.642333333333333,2.41,0,0,0,0,0,0
"3503","cbmipnut",2006,6,0.123,0.093,0.015,0.338,0.353,12.96,0,0,0,0,0,0
"3504","cbmipnut",2006,7,0.251,0.048,0.005,0.5045,0.5095,2.99,0,0,0,0,0,0
"3505","cbmipnut",2006,8,0.5125,0.044,0.006,0.7785,0.7845,5.48,0,0,0,0,0,0
"3506","cbmipnut",2006,9,0.0625,0.032,0.0035,0.308,0.3115,5.11,0,0,0,0,0,0
"3507","cbmipnut",2006,10,0.0966666666666667,0.0336666666666667,0.004,0.25,0.254,1.865,0,0,0,0,0,0
"3508","cbmipnut",2006,11,0.037,0.034,0.007,0.2875,0.2945,2.24,0,0,0,0,0,0
"3509","cbmipnut",2006,12,0.0775,0.051,0.005,0.462,0.467,3.24,0,0,0,0,0,0
"3510","cbmipnut",2007,1,0.067,0.089,0.00666666666666667,0.379,0.385666666666667,3.4,0,0,0,0,0,0
"3511","cbmipnut",2007,2,0.097,0.039,0.003,0.438,0.441,3,0,0,0,0,0,0
"3512","cbmipnut",2007,3,0.00933333333333333,0.0503333333333333,0.006,0.375,0.381,3.3,0,0,0,0,0,0
"3513","cbmipnut",2007,4,0.0333333333333333,0.0443333333333333,0.00366666666666667,0.299666666666667,0.303333333333333,5.13333333333333,0,0,0,0,0,0
"3514","cbmipnut",2007,5,0.105,0.09175,0.01325,0.42825,0.4415,3.125,0,0,0,0,0,0
"3515","cbmipnut",2007,6,0.446333333333333,0.044,0.00766666666666667,0.940333333333333,0.948,3.46666666666667,0,0,0,0,0,0
"3516","cbmipnut",2007,7,0.407333333333333,0.0366666666666667,0.00533333333333333,0.67,0.675333333333333,9.76666666666667,0,0,0,0,0,0
"3517","cbmipnut",2007,8,0.0783333333333333,0.118666666666667,0.018,0.586,0.604,8.2,0,0,0,0,0,0
"3518","cbmipnut",2007,9,0.560666666666667,0.0216666666666667,0.00233333333333333,0.392333333333333,0.394666666666667,22.8666666666667,0,0,0,0,0,0
"3519","cbmipnut",2007,10,0.26575,0.034,0.00375,0.22775,0.2315,19.375,0,0,0,0,0,0
"3520","cbmipnut",2007,11,0.231666666666667,0.0163333333333333,0.00233333333333333,0.481,0.483333333333333,3.4,0,0,0,0,0,0
"3521","cbmipnut",2007,12,0.182,0.0185,0.003,0.1375,0.1405,1.5,0,0,0,0,0,0
"3522","cbmipnut",2008,1,0.07935,0.05,0.00415,0.27,0.274,1.5,0,0,0,0,0,0
"3523","cbmipnut",2008,2,0.04725,0.046,0.00235,0.211,0.213,NA,0,0,0,0,0,NA
"3524","cbmipnut",2008,3,0.066,0.0235,0.0021,0.17,0.172,NA,0,0,0,0,0,NA
"3525","cbmipnut",2008,4,0.0725,0.045,0.003,0.202,0.205,4.5,0,0,0,0,0,0
"3526","cbmipnut",2008,5,0.0824,0.056,0.0061,0.236,0.242,1.8,0,0,0,0,0,0
"3527","cbmipnut",2008,6,0.0348,0.0566666666666667,0.0102333333333333,0.247333333333333,0.257333333333333,2.9,0,0,0,0,0,0
"3528","cbmipnut",2008,7,0.12195,0.0485,0.005175,0.24625,0.2515,2.475,0,0,0,0,0,0
"3529","cbmipnut",2008,8,0.129766666666667,0.0403333333333333,0.0036,0.228666666666667,0.232,26.1,0,0,0,0,0,0
"3530","cbmipnut",2008,9,0.217133333333333,0.0316666666666667,0.0038,0.555,0.559,11.3,0,0,0,0,0,0
"3531","cbmipnut",2008,10,0.218333333333333,0.0226666666666667,0.00246666666666667,0.288333333333333,0.290666666666667,3.7,0,0,0,0,0,0
"3532","cbmipnut",2008,11,0.06715,0.0255,0.00175,1.1535,1.1555,4.05,0,0,0,0,0,0
"3533","cbmipnut",2008,12,0.0259,0.0335,0.00445,1.4405,1.445,4.25,0,0,0,0,0,0
"3534","cbmipnut",2009,1,0.029,0.056,0.00335,3.482,3.485,NA,0,0,0,0,0,NA
"3535","cbmipnut",2009,2,0.09445,0.015,0.0034,2.881,2.884,1.5,0,0,0,0,0,0
"3536","cbmipnut",2009,3,0.0846666666666667,0.022,0.00283333333333333,1.591,1.594,3.3,0,0,0,0,0,0
"3537","cbmipnut",2009,4,0.0234333333333333,0.0586666666666667,0.00653333333333333,0.287333333333333,0.294,3.46666666666667,0,0,0,0,0,0
"3538","cbmipnut",2009,5,0.0470333333333333,0.0993333333333333,0.0132666666666667,0.447333333333333,0.460666666666667,5.05,0,0,0,0,0,0
"3539","cbmipnut",2009,6,0.0469666666666667,0.0536666666666667,0.0106666666666667,0.276,0.286333333333333,1.04,0,0,0,0,0,1
"3540","cbmipnut",2009,7,0.302666666666667,0.0453333333333333,0.0043,1.023,1.02733333333333,6.25,0,0,0,0,0,0
"3541","cbmipnut",2009,8,0.253333333333333,0.0536666666666667,0.00606666666666667,0.419666666666667,0.426,7.76666666666667,0,0,0,0,0,0
"3542","cbmipnut",2009,9,0.193,0.034,0.00463333333333333,0.296666666666667,0.301333333333333,28.8333333333333,0,0,0,0,0,0
"3543","cbmipnut",2009,10,0.1295,0.0376666666666667,0.0034,0.487666666666667,0.491,1.1,0,0,0,0,0,0
"3544","cbmipnut",2009,11,0.0694,0.033,0.00285,0.4095,0.4125,NA,0,0,0,0,0,NA
"3545","cbmipnut",2010,1,0.02965,0.073,0.0061,0.5975,0.6035,NA,0,0,0,0,0,NA
"3546","cbmipnut",2010,3,0.0125,0.53,0.01375,0.423,0.437,4.8,0,0,0,0,0,0
"3547","cbmipnut",2010,4,0.0548,0.0676666666666667,0.0098,0.547666666666667,0.557333333333333,3.06666666666667,0,0,0,0,0,0
"3548","cbmipnut",2010,5,0.121866666666667,0.0906666666666667,0.0137,0.535,0.549,1.8,0,0,0,0,0,0
"3549","cbmipnut",2010,6,0.36,0.109,0.0087,0.721,0.729666666666667,27.25,0,0,0,0,0,0
"3550","cbmipnut",2010,7,0.214333333333333,0.102,0.0100333333333333,0.834333333333333,0.844666666666667,4.43333333333333,0,0,0,0,0,0
"3551","cbmipnut",2010,8,0.0660333333333333,0.0583333333333333,0.01,0.492,0.502,12.4666666666667,0,0,0,0,0,0
"3552","cbmipnut",2010,9,0.445333333333333,0.079,0.0155,0.587666666666667,0.603333333333333,9.46666666666667,0,0,0,0,0,0
"3553","cbmipnut",2010,10,0.0621666666666667,0.0483333333333333,0.0039,0.36,0.364,2.4,0,0,0,0,0,0
"3554","cbmipnut",2010,11,0.0784333333333333,0.0476666666666667,0.0067,0.289,0.296,1.4,0,0,0,0,0,0
"3555","cbmipnut",2010,12,0.04565,0.0435,0.0019,0.5275,0.5295,NA,0,0,0,0,0,NA
"3556","cbmipnut",2011,1,0.07855,0.055,0.0037,0.3503,0.354,1.71,0,0,0,0,0,0
"3557","cbmipnut",2011,2,0.0445,0.02,0.0032,0.3698,0.373,3.74,0,0,0,0,0,0
"3558","cbmipnut",2011,3,0.0535,0.675,0.01545,0.39005,0.4055,3.025,0,0,0,0,0,0
"3559","cbmipnut",2011,4,0.033,0.0466666666666667,0.0049,0.2371,0.242,4.48,0,0,0,0,0,0
"3560","cbmipnut",2011,5,0.0311,0.0725,0.010975,0.385775,0.39675,2.13666666666667,0,0,0,0,0,0
"3561","cbmipnut",2011,6,0.3079,0.04,0.00673333333333333,1.0346,1.04133333333333,1.99666666666667,0,0,0,0,0,0
"3562","cbmipnut",2011,7,0.371,0.0466666666666667,0.0046,0.891733333333333,0.896333333333333,6.91666666666667,0,0,0,0,0,0
"3563","cbmipnut",2011,8,0.223733333333333,0.0366666666666667,0.00443333333333333,0.506566666666667,0.511,10.18,0,0,0,0,0,0
"3564","cbmipnut",2011,9,0.0326,0.0533333333333333,0.00963333333333333,0.229366666666667,0.239,3.56,0,0,0,0,0,0
"3565","cbmipnut",2011,10,0.0327666666666667,0.0233333333333333,0.0113,0.269033333333333,0.280333333333333,NA,0,0,0,0,0,NA
"3566","cbmipnut",2011,11,0.0139,0.095,0.0631,1.3169,1.38,NA,0,0,0,0,0,NA
"3567","cbmipnut",2011,12,0.00825,0.06,0.002,0.5165,0.5185,NA,0,0,0,0,0,NA
"3568","cbmipnut",2012,1,0.0094,0.036,0.00755,0.59695,0.6045,1.815,0,0,0,0,0,0
"3569","cbmipnut",2012,2,0.0307,0.022,0.0024,0.4031,0.4055,3.205,0,0,0,0,0,0
"3570","cbmipnut",2012,3,0.02385,0.0655,0.00305,0.20595,0.209,2.03,0,0,0,0,0,0
"3571","cbmipnut",2012,4,0.0304333333333333,0.0673333333333333,0.0069,0.1871,0.194,8.18666666666667,0,0,0,0,0,0
"3572","cbmipnut",2012,5,0.0292666666666667,0.0786666666666667,0.00983333333333333,0.214833333333333,0.224666666666667,1.70666666666667,0,0,0,0,0,0
"3573","cbmipnut",2012,6,0.0533666666666667,0.093,0.00653333333333333,0.140466666666667,0.147,1.5,0,0,0,0,0,0
"3574","cbmipnut",2012,7,0.1921,0.0883333333333333,0.00343333333333333,0.0409666666666667,0.414333333333333,3.92,0,0,0,0,0,0
"3575","cbmipnut",2012,8,0.2146,0.07875,0.00615,0.263075,0.269225,5.83,0,0,0,0,0,0
"3576","cbmipnut",2012,9,0.0712,0.069,0.0039,0.3931,0.397,1.5,0,0,0,0,0,0
"3577","cbmipnut",2012,10,0.3295,0.0555,0.0035,0.5745,0.578,6.41,0,0,0,0,0,0
"3578","cbmipnut",2012,11,0.04115,0.044,0.00295,0.14755,0.1505,NA,0,0,0,0,0,NA
"3579","cbmipnut",2012,12,0.0247,0.0325,0.003,0.08965,0.09265,2.565,0,0,0,0,0,0
"3580","cbmipnut",2013,1,0.02535,0.087,0.00825,0.36875,0.377,1.175,0,0,0,0,0,0
"3581","cbmipnut",2013,2,0.00655,0.0515,0.00405,0.26895,0.273,3.95,0,0,0,0,0,0
"3582","cbmipnut",2013,3,0.02045,0.0415,0.00455,0.21245,0.217,8.54,0,0,0,0,0,0
"3583","cbmipnut",2013,4,0.0586,0.055,0.00433333333333333,0.172866666666667,0.1772,4.51,0,0,0,0,0,0
"3584","cbmipnut",2013,5,0.228866666666667,0.0913333333333333,0.0124666666666667,0.797533333333333,0.81,3.65,0,0,0,0,0,0
"3585","cbmipnut",2013,6,0.0584333333333333,0.0706666666666667,0.00606666666666667,0.120766666666667,0.126833333333333,2.42,0,0,0,0,0,0
"3586","cbmipnut",2013,7,0.115466666666667,0.0566666666666667,0.00856666666666667,0.278766666666667,0.287333333333333,5.69666666666667,0,0,0,0,0,0
"3587","cbmipnut",2013,8,0.184233333333333,0.06,0.0038,0.1402,0.144,1.60333333333333,0,0,0,0,0,0
"3588","cbmipnut",2013,9,0.265666666666667,0.0563333333333333,0.00383333333333333,0.226833333333333,0.230666666666667,20.47,0,0,0,0,0,0
"3589","cbmipnut",2013,10,0.0948333333333333,0.0566666666666667,0.00326666666666667,0.118833333333333,0.1221,18.16,0,0,0,0,0,0
"3590","cbmipnut",2013,11,0.1279,0.0495,0.00225,0.0548,0.05705,2.935,0,0,0,0,0,0
"3591","cbmipnut",2013,12,0.08755,0.058,0.0026,0.1834,0.186,1.6,0,0,0,0,0,0
"3592","cbmipnut",2014,3,0.00755,0.0355,0.00375,0.3875,0.391,3.05,0,0,0,0,0,0
"3593","cbmipnut",2014,4,0.0145,0.4045,0.0103,0.16475,0.17525,4.825,0,0,0,0,0,0
"3594","cbmipnut",2014,5,0.0273333333333333,0.0943333333333333,0.0121333333333333,0.224333333333333,0.236333333333333,2.33333333333333,0,0,0,0,0,0
"3595","cbmipnut",2014,6,0.039,0.163333333333333,0.0108333333333333,0.308666666666667,0.319666666666667,5.3,0,0,0,0,0,0
"3596","cbmipnut",2014,7,0.173733333333333,0.0463333333333333,0.0057,0.939333333333333,0.945,2.53333333333333,0,0,0,0,0,0
"3597","cbmipnut",2014,8,0.106166666666667,0.037,0.0038,0.298333333333333,0.302,2.43333333333333,0,0,0,0,0,0
"3598","cbmipnut",2014,9,0.202333333333333,0.0476666666666667,0.00336666666666667,0.501666666666667,0.505,2.06666666666667,0,0,0,0,0,0
"3599","cbmipnut",2014,10,0.0647,0.0336666666666667,0.0031,0.338666666666667,0.341666666666667,2.96666666666667,0,0,0,0,0,0
"3600","cbmipnut",2014,11,0.08315,0.064,0.0044,0.237,0.241,1.2,0,0,0,0,0,0
"3601","cbmipnut",2014,12,0.01905,0.057,0.00415,0.326,0.33,2.5,0,0,0,0,0,0
"3602","cbmipnut",2015,1,0.01775,0.565,0.005,0.2415,0.2465,2.7,0,0,0,0,0,0
"3603","cbmipnut",2015,3,0.0128,0.0415,0.00355,0.2155,0.219,1.8,0,0,0,0,0,0
"3604","cbmipnut",2015,4,0.0201666666666667,0.047,0.00433333333333333,0.155333333333333,0.159333333333333,7.7,0,0,0,0,0,0
"3605","cbmipnut",2015,5,0.0346333333333333,0.0846666666666667,0.0179333333333333,0.191666666666667,0.209666666666667,6.4,0,0,0,0,0,0
"3606","cbmipnut",2015,6,0.0694333333333333,0.0843333333333333,0.00996666666666667,0.180666666666667,0.190666666666667,1.9,0,0,0,0,0,0
"3607","cbmipnut",2015,7,0.081625,0.061,0.0078,0.498,0.506,1.925,0,0,0,0,0,0
"3608","cbmipnut",2015,8,0.155333333333333,0.053,0.0041,0.269,0.272666666666667,1.6,0,0,0,0,0,0
"3609","cbmipnut",2015,9,0.153,0.0156666666666667,0.00396666666666667,0.726,0.73,29.0666666666667,0,0,0,0,0,0
"3610","cbmipnut",2015,10,0.0804,0.03,0.00186666666666667,0.141333333333333,0.143,1.83333333333333,0,0,0,0,0,0
"3611","cbmipnut",2015,11,0.0403,0.03,0.00165,0.2675,0.2695,1.8,0,0,0,0,0,0
"3612","cbmipnut",2015,12,0.049,0.0425,0.0017,0.1405,0.1425,2.65,0,0,0,0,0,0
"3613","cbmipnut",2016,1,0.0202,0.0685,0.00445,0.2415,0.2455,1.6,0,0,0,0,0,0
"3614","cbmipnut",2016,2,0.0106,0.0585,0.0036,0.3305,0.3345,1.6,0,0,0,0,0,0
"3615","cbmipnut",2016,3,0.0509,0.0205,0.00225,0.523,0.525,1.605,0,0,0,0,0,0
"3616","cbmipnut",2016,4,0.0912,0.041,0.00233333333333333,0.254666666666667,0.256666666666667,2.22666666666667,0,0,0,0,0,0
"3617","cbmipnut",2016,5,0.0318666666666667,0.0783333333333333,0.0105666666666667,0.210666666666667,0.221,4.45,0,0,0,0,0,0
"3618","cbmipnut",2016,6,0.120433333333333,0.131666666666667,0.00566666666666667,0.239666666666667,0.245333333333333,2.01666666666667,0,0,0,0,0,0
"3619","cbmipnut",2016,7,0.047,0.0833333333333333,0.0126666666666667,0.288,0.300666666666667,6.40666666666667,0,0,0,0,0,0
"3620","cbmipnut",2016,8,0.0565,0.07175,0.004625,0.18575,0.1905,4.24333333333333,0,0,0,0,0,0
"3621","cbmipnut",2016,9,0.0607,0.0443333333333333,0.00293333333333333,0.129333333333333,0.132333333333333,15.22,0,0,0,0,0,0
"3622","cbmipnut",2016,10,0.0333,0.0465,0.0038,0.294,0.298,1.34,0,0,0,0,0,0
"3623","cbmipnut",2016,11,0.11785,0.0515,0.00415,1.726,1.73,2.27,0,0,0,0,0,0
"3624","cbmipnut",2016,12,0.07,0.0285,0.00075,0.049,0.047,2.67,0,0,1,0,0,0
"3625","cbmipnut",2017,1,0.0146,0.095,0.00275,0.579,0.582,0.96,0,0,0,0,0,0
"3626","cbmipnut",2017,2,0.03195,0.053,0.00335,NA,NA,1.67,0,0,0,NA,NA,0
"3627","cbmipnut",2017,3,NA,NA,NA,NA,NA,6.085,NA,NA,NA,NA,NA,0
"3628","cbmipnut",2017,4,0.0193,0.076,0.0065,0.185666666666667,0.192,2.31666666666667,0,0,0,0,0,0
"3629","cbmipnut",2017,5,0.0174333333333333,0.118,0.0107666666666667,0.439666666666667,0.450333333333333,2.43333333333333,0,0,0,0,0,0
"3630","cbmipnut",2017,6,0.0490333333333333,0.07,0.0108666666666667,0.354666666666667,0.365333333333333,1.86666666666667,0,0,0,0,0,0
"3631","cbmipnut",2017,7,0.04405,0.0765,0.00745,0.203,0.21,4.54,0,0,0,0,0,0
"3632","cbmipnut",2017,8,0.05165,0.0445,0.0051,0.2675,0.298333333333333,1.45333333333333,0,0,0,0,0,1
"3633","cbmipnut",2017,9,0.03325,0.0375,0.00335,0.5085,0.873,2.67,0,0,0,0,0,0
"3634","cbmipnut",2017,10,0.04995,0.051,0.00155,0.1565,0.1585,3.68,0,0,0,0,0,0
"3635","cbmipnut",2017,11,NA,NA,NA,NA,0.261,1.6,NA,NA,NA,NA,0,0
"3636","cbmipnut",2017,12,NA,NA,NA,NA,0.128,NA,NA,NA,NA,NA,0,NA
"3637","cbmipnut",2018,1,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0
"3638","cbmipnut",2018,2,NA,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,0
"3639","cbmipnut",2018,3,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,0
"3640","cbmipnut",2018,4,0.01485,0.0835,0.0057,0.302,0.308,4.00666666666667,0,0,0,0,0,0
"3641","cbmipnut",2018,5,0.0345,0.095,0.0136333333333333,0.462333333333333,0.476,3.74,0,0,0,0,0,0
"3642","cbmipnut",2018,6,0.0421666666666667,0.0536666666666667,0.00776666666666667,0.927666666666667,0.935333333333333,1.60333333333333,0,0,0,0,0,0
"3643","cbmipnut",2018,7,0.0497666666666667,0.044,0.00396666666666667,0.275,0.279,3.44333333333333,0,0,0,0,0,0
"3644","cbmipnut",2018,8,0.0484333333333333,0.034,0.00306666666666667,0.963333333333333,0.966333333333333,1.69,0,0,0,0,0,0
"3645","cbmipnut",2018,9,0.0268,0.038,0.00935,0.2595,0.276666666666667,6.23333333333333,0,0,0,0,0,0
"3646","cbmipnut",2018,10,0.0273666666666667,0.0313333333333333,0.0026,0.230333333333333,0.233,1.81333333333333,0,0,0,0,0,0
"3647","cbmipnut",2018,11,0.0162,0.0455,0.0026,0.399,0.402,0.855,0,0,0,0,0,0
"3648","cbmipnut",2018,12,0.0102,0.0585,0.00335,0.5955,0.5985,1.39,0,0,0,0,0,0
"3649","cbmipnut",2019,1,NA,NA,NA,NA,0.396,2.845,NA,NA,NA,NA,0,0
"3650","cbmipnut",2019,2,0.0103,0.0485,0.0047,0.6875,0.6925,2.24,0,0,0,0,0,0
"3651","cbmipnut",2019,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3652","cbmipnut",2019,4,0.0237,0.1115,0.01655,0.5295,0.430333333333333,3.32333333333333,0,0,0,0,0,0
"3653","cbmipnut",2019,5,0.0328333333333333,0.0803333333333333,0.0181,0.2775,0.293,2.38333333333333,0,0,0,0,0,0
"3654","cbmipnut",2019,6,0.0399,0.072,0.0105,0.2235,0.345333333333333,3.8,0,0,0,0,0,0
"3655","cbmipnut",2019,7,0.0392333333333333,0.089,0.00413333333333333,0.194,0.198333333333333,1.07,0,0,0,0,0,0
"3656","cbmipnut",2019,8,0.0598666666666667,0.0526666666666667,0.00256666666666667,0.156,0.158333333333333,2.28666666666667,0,0,0,0,0,0
"3657","cbmipnut",2019,9,0.0525333333333333,0.0776666666666667,0.00246666666666667,0.422,0.424666666666667,2.77666666666667,0,0,0,0,0,0
"3658","cbmipnut",2019,10,0.02485,0.0666666666666667,0.0029,0.191333333333333,0.194333333333333,2.49333333333333,0,0,0,0,0,0
"3659","cbmipnut",2019,11,0.01235,0.028,0.00295,0.2225,0.2255,0.845,0,0,0,0,0,1
"3660","cbmipnut",2019,12,0.01455,0.0695,0.00465,0.313,0.3175,0.62,0,0,0,0,0,1
"3661","cbmipnut",2020,1,0.00735,0.05,0.00295,0.24455,0.2475,0.62,0,0,0,0,0,1
"3662","cbmipnut",2020,2,0.01295,0.048,0.00475,0.54975,0.5545,0.745,0,0,0,0,0,0
"3663","cbmipnut",2020,5,0.0516,0.1,0.0162,0.8928,0.909,0.8,0,0,0,0,0,0
"3664","cbmipnut",2020,6,0.0262333333333333,0.124666666666667,0.0101333333333333,0.4782,0.488333333333333,1.33666666666667,0,0,0,0,0,0
"3665","cbmipnut",2020,7,0.0440666666666667,0.218,0.00633333333333333,0.325666666666667,0.332,5.34,0,0,0,0,0,0
"3666","cbmipnut",2020,8,0.06295,0.598,0.00805,0.22095,0.262666666666667,4.58333333333333,0,0,0,0,0,0
"3667","cbmipnut",2020,9,0.0325,0.05,0.00653333333333333,0.223133333333333,0.24525,1.51,0,0,0,0,0,0
"3668","cbmipnut",2020,10,0.0239666666666667,0.0256666666666667,0.0016,0.1744,0.176,2.49,0,0,0,0,0,0
"3669","cbmipnut",2020,11,0.0106,0.037,0.0099,0.3631,0.373,0.89,0,0,0,0,0,0
"3670","cbmipnut",2020,12,0.01115,0.061,0.0034,0.7281,0.7315,1.42,0,0,0,0,0,0
"3671","cbmipnut",2021,1,0.00645,0.032,0.00335,0.56215,0.5655,0.63,0,0,0,0,0,1
"3672","cbmipnut",2021,2,0.0073,0.051,0.0041,0.3479,0.347,2.335,0,0,0,0,0,0
"3673","cbmipnut",2021,3,0.0116,0.0235,0.002,0.608,0.61,1.47,0,0,0,0,0,0
"3674","cbmipnut",2021,4,0.0192,0.042,0.00276666666666667,0.387233333333333,0.39,1.51,0,0,0,0,0,0
"3675","cbmipnut",2021,5,0.0250333333333333,0.077,0.00756666666666667,0.200433333333333,0.208,0.98,0,0,0,0,0,0
"3676","cbmipnut",2021,6,0.028625,0.107,0.025725,0.401025,0.42675,3.47,0,0,0,0,0,0
"3677","cbmipnut",2021,7,0.0238333333333333,0.0743333333333333,0.0053,0.587366666666667,0.592666666666667,6.76,0,0,0,0,0,0
"3678","cbmipnut",2021,8,0.0360333333333333,0.068,0.0041,0.2249,0.229,2.85,0,0,0,0,0,0
"3679","cbmipnut",2021,9,0.0234,0.0213333333333333,0.0024,0.1556,0.158,9.61,0,1,0,0,0,0
"3680","cbmipnut",2021,10,0.03035,0.056,0.00325,0.0917,0.2493,21.1933333333333,0,0,0,0,0,0
"3681","cbmipnut",2021,11,0.01815,0.028,0.0013,0.07495,0.07625,1.28,0,0,0,0,0,0
"3682","cbmipnut",2021,12,0.02105,0.0105,9e-04,NA,0.0362,2.8,0,0,1,NA,0,0
"3683","cbmipnut",2022,1,0.0058,0.0605,0.00265,0.22835,0.231,1.605,0,0,0,0,0,0
"3684","cbmipnut",2022,2,NA,NA,NA,NA,0.305,2.135,NA,NA,NA,NA,0,0
"3685","cbmipnut",2022,3,0.0241,0.0435,0.00215,0.25035,0.2525,2.775,0,0,0,0,0,0
"3686","cbmipnut",2022,4,0.026,0.0425,0.0033,0.1727,0.2106,2.72666666666667,0,0,0,0,0,0
"3687","cbmipnut",2022,5,0.02095,0.078,0.00985,0.21615,0.235,2.81666666666667,0,0,0,0,0,0
"3688","cbmipnut",2022,6,0.0639,0.051,0.0032,0.1508,0.167333333333333,1.56,0,0,0,0,0,0
"3689","cbmipnut",2022,7,NA,NA,NA,NA,0.167,5.34,NA,NA,NA,NA,0,0
"3690","cbmipnut",2022,8,NA,NA,NA,NA,0.15045,4.18333333333333,NA,NA,NA,NA,0,0
"3691","cbmipnut",2022,9,NA,NA,NA,NA,NA,5.61,NA,NA,NA,NA,NA,0
"3692","cbmipnut",2022,10,NA,NA,NA,NA,NA,2.06333333333333,NA,NA,NA,NA,NA,0
"3693","cbmipnut",2022,11,NA,NA,NA,NA,0.3445,3.74,NA,NA,NA,NA,0,0
"3694","cbmipnut",2022,12,NA,NA,NA,NA,NA,2.135,NA,NA,NA,NA,NA,0
