"","station","year","month","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","cdepth_nValid","cdepth_min","cdepth_median","cdepth_max","cdepth_mean","cdepth_sd","cdepth_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total","level_nValid","level_min","level_median","level_max","level_mean","level_sd","level_iqr","clevel_nValid","clevel_min","clevel_median","clevel_max","clevel_mean","clevel_sd","clevel_iqr"
"2405","cbmipwq",2004,2,1865,2.1,6.5,9.8,6.6198927613941,1.44080106670407,2.6,721,0.36,0.4,0.43,0.397267683772538,0.0135358237154381,0.02,721,0.2,0.2,0.2,0.2,0,0,1865,90.5,96.9,106.4,97.2262198391421,2.93604832177234,4.09999999999999,1865,10.7,12,13.6,11.9216085790885,0.543336129189458,0.800000000000001,520,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1863,7,7.2,7.3,7.16081588835212,0.0579805138277487,0.100000000000001,1865,3,6,38,6.88096514745308,3.44107153615232,3,1865,0,1865,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","cbmipwq",2004,3,2976,6.8,10.5,15.6,10.7608198924731,2.15159363251594,3.2,2976,0.32,0.4,0.49,0.402466397849462,0.0266625135127667,0.04,2976,0.2,0.2,0.2,0.2,0,0,2976,44,92,112.1,91.5242271505376,7.75342880447305,8.40000000000001,2976,4.8,10.4,12.5,10.1757392473118,1.08226161792435,1.6,2976,0.64,1.4,2.05,1.39344086021505,0.29499657630339,0.45,0,NA,NA,NA,NA,NA,NA,2976,6.9,7.1,7.4,7.14334677419355,0.0682759259196016,0.100000000000001,2587,3,9,315,21.8275995361422,32.5232090928265,15,2976,0,2976,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","cbmipwq",2004,4,2880,7.6,13.5,20.6,14.1154166666667,3.50718586998767,6.6,2880,0.22,0.37,0.47,0.362864583333333,0.0439032818219917,0.05,2880,0.1,0.2,0.2,0.191597222222222,0.0277477646510897,0,2880,30.6,84,104.1,83.1020138888889,9.60029285473345,12.5,2880,3,8.6,11.7,8.62034722222222,1.41063883709387,2.1,2880,0.69,1.43,1.97,1.40814930555556,0.288388243553739,0.46,0,NA,NA,NA,NA,NA,NA,2880,6.9,7.1,7.4,7.14434027777778,0.0976410665852761,0.100000000000001,1444,5,11,198,23.4840720221607,27.1596322281725,24,2880,0,2880,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","cbmipwq",2004,5,2976,13.9,20.9,23.7,20.1975134408602,2.30674579611333,3.2,1677,0.2,0.36,0.45,0.354549791293977,0.0347989888581992,0.05,1677,0.1,0.2,0.2,0.189624329159213,0.0305035633836315,0,1677,44.2,77.9,89.4,77.4143112701252,6.00065512182794,7.8,1677,4.1,7,8.9,7.18533094812165,0.788097290752861,1.2,2976,0.78,1.41,1.93,1.38934811827957,0.25897232930249,0.43,0,NA,NA,NA,NA,NA,NA,2976,6.7,7.1,7.2,7.09949596774194,0.060333092085042,0,2628,7,16,409,23.894596651446,28.9242858883353,11,1677,0,1677,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","cbmipwq",2004,6,2880,17.4,21.4,24.8,21.1807986111111,1.6131372960195,2.3,1494,0.14,0.34,0.46,0.320127175368139,0.0636713126878756,0.08,1494,0.1,0.2,0.2,0.165528781793842,0.0475433476011857,0.1,2639,51.6,80.8,90.1,78.5393330807124,7.44387993292022,7.90000000000001,2639,4.3,7.1,8.1,6.9752936718454,0.734059601039873,0.8,2880,0.72,1.43,1.83,1.39859375,0.260180959207985,0.42,0,NA,NA,NA,NA,NA,NA,2880,6.5,7.1,7.3,7.0646875,0.135294205232278,0.2,2629,8,18,460,35.7356409281095,48.08634448619,18,2639,0,2639,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","cbmipwq",2004,7,2975,20.1,23.7,25.8,23.5727394957983,0.795916607336246,1,2975,0.15,0.37,0.51,0.343391596638655,0.0771540672776459,0.1,2975,0.1,0.2,0.2,0.172773109243697,0.0445202395686577,0.1,2975,58.5,78.6,89.4,77.4319327731092,5.94490582837013,6.55,2975,4.9,6.7,7.7,6.57206722689076,0.511327237258504,0.5,2975,0.91,1.52,1.97,1.48308571428571,0.252466296859705,0.43,0,NA,NA,NA,NA,NA,NA,2975,6.7,7.2,7.3,7.12127731092437,0.128258662626866,0.100000000000001,2974,6,14,527,34.8466711499664,52.2071866739804,15,2975,0,2975,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","cbmipwq",2004,8,2976,20.1,23.3,25.7,23.3475470430108,1.19700215081123,1.7,2976,0.15,0.35,0.54,0.33895497311828,0.0751935317404091,0.1,2976,0.1,0.2,0.3,0.172009408602151,0.0461578720820829,0.1,2976,58.7,82,95.7,80.8699596774194,6.37591514328256,8.39999999999999,2976,4.9,7,8.1,6.89865591397849,0.608470909976559,0.9,2976,0.62,1.36,1.94,1.33726814516129,0.276359216986696,0.44,0,NA,NA,NA,NA,NA,NA,2976,6.8,7.2,7.4,7.1877688172043,0.114429215500586,0.0999999999999996,2976,4,15,329,26.3706317204301,33.157268203114,11,2976,0,2976,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","cbmipwq",2004,9,2880,17.3,22.2,25.2,21.8362152777778,1.54033787185628,2.3,2880,0.12,0.37,0.57,0.369375,0.0910058702861359,0.12,2880,0.1,0.2,0.3,0.183333333333333,0.0417571669704793,0,2880,47.3,76.9,106,76.2069097222222,8.37279689564298,9.5,2880,4.2,6.7,8.9,6.68739583333333,0.743295252336902,1,2880,0.72,1.52,2.11,1.49913541666667,0.277178852773753,0.42,0,NA,NA,NA,NA,NA,NA,2880,6.6,7.2,7.5,7.18190972222222,0.158960124333407,0.0999999999999996,2880,3,12,231,23.153125,31.6732924500808,8,2880,0,2880,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","cbmipwq",2004,10,2976,12.9,16.5,20.7,16.7785282258065,1.88077920144316,2.9,2976,0.2,0.38,0.46,0.363649193548387,0.0495823557599955,0.04,2976,0.1,0.2,0.2,0.186491935483871,0.0341867132598784,0,2976,57.8,83,95.4,82.3367943548387,5.25550087221607,5.5,2976,6.1,8,9.4,7.99684139784946,0.509977857202548,0.600000000000001,2976,0.75,1.48,1.92,1.44399529569892,0.244871975423097,0.38,0,NA,NA,NA,NA,NA,NA,2976,6.8,7.2,7.3,7.18894489247312,0.0689569027808768,0,2972,5,13,48,13.3078734858681,5.96402588577691,7,2976,0,2976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","cbmipwq",2004,11,2880,7.3,12.5,19.3,12.8479166666667,2.52931321138607,3.6,2880,0.15,0.32,0.45,0.3111875,0.059632831492997,0.06,2880,0.1,0.2,0.2,0.168125,0.0466072808102168,0.1,2880,64.5,91.2,100.7,89.3826041666667,7.02882020441889,10.425,2880,7,9.6,11.8,9.49354166666667,1.07471813069179,1.5,2880,0.7,1.5,2.06,1.48619791666667,0.278249544521769,0.43,0,NA,NA,NA,NA,NA,NA,2880,6.7,7.1,7.3,7.094375,0.136330201833346,0.2,2880,3,10,211,18.8222222222222,24.1945984873299,10,2880,0,2880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","cbmipwq",2004,12,2976,2.4,8.3,12.4,8.32382392473118,2.3287736797886,4.2,2976,0.19,0.32,0.84,0.335010080645161,0.0663314815496,0.07,2976,0.1,0.2,0.4,0.172043010752688,0.0497860244796363,0.1,2976,83.9,96.1,102.2,95.3847446236559,3.78693407868075,5,2976,9.4,11.3,13.6,11.2479502688172,0.938485727678045,1.7,2976,0.72,1.395,1.99,1.38618615591398,0.270609155887774,0.41,0,NA,NA,NA,NA,NA,NA,2976,6.9,7.1,7.2,7.12516801075269,0.0575257808324035,0.100000000000001,2976,5,10,268,17.9153225806452,26.2746237372595,11,2976,0,2976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","cbmipwq",2005,1,2976,1.3,6.8,13.4,7.30178091397849,3.04441411957719,5.6,1424,0.34,0.66,2.21,0.673806179775281,0.281427405834036,0.43,1424,0.2,0.3,1.1,0.33876404494382,0.138001560073222,0.2,1885,75.4,94.9,100,93.9653580901857,4.70158801622997,4.90000000000001,1885,8.4,10.8,13.4,10.9249336870027,1.02492507020175,1,2976,0.67,1.44,2.21,1.4353125,0.283824131470603,0.42,0,NA,NA,NA,NA,NA,NA,2976,7,7.2,7.6,7.25877016129032,0.165301963355503,0.300000000000001,2975,5,8,451,18.9956302521008,37.0014401253445,7,1885,0,1885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","cbmipwq",2005,2,2304,3.3,6.6,9.9,6.58051215277778,1.47780731406911,2.4,2304,0.43,0.62,2.93,0.885525173611111,0.52899685686426,0.51,2304,0.2,0.3,1.5,0.443315972222222,0.279007192467581,0.3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2304,0.46,1.34,2.02,1.322265625,0.326029398468713,0.48,0,NA,NA,NA,NA,NA,NA,2304,7,7.2,7.5,7.17743055555556,0.0737506710491161,0.100000000000001,2289,5,8,134,9.32634338138925,7.33397894437346,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","cbmipwq",2005,3,2976,3.3,9,12.2,8.48733198924731,2.08437100650803,2.9,2976,0.23,0.53,2.57,0.669462365591398,0.420853849872997,0.33,2976,0.1,0.3,1.3,0.332560483870968,0.218100962753302,0.2,2066,84.2,93.9,118,95.8384801548887,7.27743505182316,10.8,2066,9.3,10.8,13,10.9569215876089,0.850450961784733,1.4,2976,0.47,1.23,2,1.21521169354839,0.344198626764513,0.53,0,NA,NA,NA,NA,NA,NA,2976,6.9,7.3,7.6,7.26337365591398,0.168221271344163,0.300000000000001,2097,3,8,394,28.9108249880782,46.9208481850547,21,2066,0,2066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","cbmipwq",2005,4,2880,7.9,14.7,18.9,14.3130208333333,1.97605162743793,2.1,2880,0.2,0.35,0.4,0.337555555555556,0.0343863543494109,0.03,2880,0.1,0.2,0.2,0.188263888888889,0.032190598173738,0,2880,77.6,91,112,92.1140277777778,6.34791493824068,9.39999999999999,2880,7.7,9.4,11.3,9.43472222222222,0.673279980278352,1,2880,0.76,1.5,2.08,1.4946875,0.287839274570743,0.44,0,NA,NA,NA,NA,NA,NA,2880,6.8,7.2,7.5,7.15371527777778,0.204618645389195,0.3,2880,4,11,182,19.5979166666667,22.8991505679791,11,2880,0,2880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","cbmipwq",2005,5,2976,12.5,16.7,19.1,16.4131384408602,1.53546054591272,2.6,2976,0.13,0.34,0.43,0.326696908602151,0.0529963709287392,0.05,2976,0.1,0.2,0.2,0.176680107526882,0.0422938876024213,0,1634,68.7,87,102.1,87.9277845777234,6.03447832940052,9.3,1634,6.8,8.6,10.4,8.7296817625459,0.744693591570042,1.3,2976,0.86,1.53,2.12,1.50641801075269,0.266174149092754,0.41,0,NA,NA,NA,NA,NA,NA,2976,6.3,7.1,7.2,6.96985887096774,0.209878989324646,0.199999999999999,2626,4,14,771,27.8495811119573,47.3367896170942,9,1634,0,1634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","cbmipwq",2005,6,2880,16.8,22.3,24.4,21.6451388888889,1.89579083902465,2.7,2880,0.19,0.39,0.52,0.378111111111111,0.0606475547114482,0.08,2880,0.1,0.2,0.3,0.190555555555556,0.0316453466556612,0,2880,59.2,80.9,95,79.7268055555556,5.85875874656085,6.10000000000001,2880,5.1,7,8.4,7.03152777777778,0.641187158159023,0.8,2880,0.63,1.44,1.95,1.40594791666667,0.272403662853083,0.42,0,NA,NA,NA,NA,NA,NA,2880,6.5,7,7.2,7.01444444444444,0.127414657720855,0.199999999999999,2837,3,13,322,20.1371166725414,30.3732055522607,6,2880,0,2880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","cbmipwq",2005,7,2976,21.7,24.1,27.1,24.1812836021505,0.983867774240951,1.4,2976,0.2,0.4,0.51,0.388538306451613,0.0550640318879101,0.05,2976,0.1,0.2,0.2,0.190389784946237,0.029478081014942,0,1737,54.7,74.6,108.1,74.7033390903857,7.60777709020126,9,1737,4.6,6.2,8.7,6.22999424294761,0.598147726512284,0.699999999999999,2976,0.73,1.41,1.96,1.365,0.26059144107139,0.42,0,NA,NA,NA,NA,NA,NA,2976,6.6,7,7.2,7.02799059139785,0.0897023719959541,0.0999999999999996,2974,1,13,171,17.5753194351042,19.8194051932809,9,1737,0,1737,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","cbmipwq",2005,8,2049,21.8,24.5,26.7,24.4433870180576,0.903501460814905,1.5,2049,0.29,0.45,0.54,0.443870180575891,0.0546777199649279,0.08,2049,0.1,0.2,0.3,0.208150317227916,0.0289285361917631,0,2049,44.7,71.1,109.1,70.9465592972182,9.67729246103925,11.9,2049,3.7,6,8.8,5.92332845290386,0.790898205004471,1,2049,0.71,1.41,1.82,1.37285993167399,0.254584374060577,0.44,0,NA,NA,NA,NA,NA,NA,2049,7,7.3,7.6,7.25139092240117,0.0921173882518291,0.0999999999999996,2049,2,9,41,10.5041483650561,4.82193751675372,3,2049,0,2049,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","cbmipwq",2005,9,2413,20.4,24.1,26.5,24.0951927061749,0.992021286857605,1.3,2413,0.37,0.52,0.72,0.511578947368421,0.0390936082162944,0.03,2413,0.2,0.3,0.4,0.260795690012433,0.0490002549963587,0.1,2413,38.8,75.6,145.9,76.9517612929963,15.21683198123,17.9,2413,3.2,6.4,11.9,6.45843348528802,1.2325836229111,1.4,2413,0.66,1.39,1.9,1.35968089515126,0.27849591156199,0.46,0,NA,NA,NA,NA,NA,NA,2413,7,7.3,7.6,7.26456692913386,0.115075273585481,0.2,2412,3,8,30,8.60820895522388,2.25507009409395,3,2413,0,2413,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","cbmipwq",2005,10,2081,10.9,18.4,22.9,17.8558385391639,3.00702475317806,4,2081,0.25,0.4,0.57,0.414997597308986,0.0875555455234939,0.11,2081,0.1,0.2,0.3,0.210043248438251,0.0525324812874074,0,2081,64.1,82.2,140.6,83.7684766938972,8.18428466139879,7.60000000000001,2081,5.7,7.7,12.2,7.98366170110524,0.952311080052702,1.3,2081,0.59,1.38,1.83,1.34309947140798,0.256077952007837,0.4,0,NA,NA,NA,NA,NA,NA,2081,7.1,7.3,7.8,7.26641037962518,0.0765295491441808,0.0999999999999996,2080,3,8,46,9.57259615384615,6.22996212518006,4,2081,0,2081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","cbmipwq",2005,11,2015,6.7,12.2,18.1,12.2560794044665,2.77828533949522,4.8,2015,0.26,0.41,0.49,0.398367245657568,0.050119659389361,0.07,2015,0.1,0.2,0.2,0.193151364764268,0.0252641342915788,0,2015,74.6,89.2,101.3,89.1086848635236,6.55898823908088,10.3,2015,7.4,9.7,12.1,9.60744416873449,1.20043610444228,2.1,2015,0.52,1.17,1.78,1.16779156327543,0.290705467008188,0.47,0,NA,NA,NA,NA,NA,NA,2015,7.1,7.3,7.7,7.37339950372208,0.134685284344722,0.2,2015,3,6,66,9.14590570719603,9.63765331041328,4,2015,0,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","cbmipwq",2005,12,2450,2.4,6.4,9.9,6.39040816326531,1.44791490467738,1.8,2450,0.39,0.47,2.33,0.631387755102041,0.317114054648538,0.32,2450,0.2,0.2,1.2,0.30130612244898,0.169349897170826,0.2,2450,86.4,103.3,110,102.620244897959,4.34465620116875,5.7,2450,11.2,12.6,14,12.6360816326531,0.51487881826538,0.699999999999999,2450,0.62,1.16,1.82,1.15495510204082,0.270011754399268,0.43,0,NA,NA,NA,NA,NA,NA,2450,7,7.4,7.7,7.33,0.100519272442149,0.100000000000001,2449,4,10,247,18.4765210289914,22.2309154765272,17,2450,0,2450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","cbmipwq",2006,1,2976,4.2,8.1,12.2,8.20164650537634,1.46280976690724,2,2976,0.22,0.39,0.45,0.379979838709677,0.0462815598987659,0.05,2976,0.1,0.2,0.2,0.193212365591398,0.0251575859214213,0,2636,84.8,95.3,105.5,94.7969650986343,3.36691660251173,4.39999999999999,2636,9.7,11.1,12.9,11.1784142640364,0.615308124359432,0.699999999999999,2976,0.4,1.18,1.75,1.16105846774194,0.289479141540624,0.44,0,NA,NA,NA,NA,NA,NA,2976,6.8,7.3,7.6,7.27869623655914,0.18830454628218,0.300000000000001,2972,5,13,248,22.8734858681023,24.9469880942279,17,2636,0,2636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","cbmipwq",2006,2,2688,2.5,7.3,11.3,7.33169642857143,1.60979041558014,2.1,2688,0.23,0.46,1.48,0.520093005952381,0.241027817715575,0.19,2688,0.1,0.2,0.7,0.259188988095238,0.124714832132926,0.1,2688,82.2,96.7,112.6,96.7759672619048,5.58753022719928,6.19999999999999,2688,9.5,11.9,13.5,11.6614211309524,0.882613218104352,1.2,2688,0.53,1.2,1.94,1.20636532738095,0.301924227899686,0.46,0,NA,NA,NA,NA,NA,NA,2680,7.1,7.3,7.8,7.32682835820896,0.114138676915579,0.2,2686,5,8,123,11.7781087118392,13.318498536794,4,2688,0,2688,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","cbmipwq",2006,3,2219,2.9,10.9,18.9,11.3626408292023,2.82014626278959,4.2,2221,0.13,0.44,0.5,0.422107158937416,0.0668416796124335,0.02,2221,0.1,0.2,0.2,0.189104007203962,0.0311659101006781,0,2219,59.4,100.5,136.7,99.9602974312754,9.40203660102066,11,2219,6.4,11,14.3,10.9652996845426,1.25437881833487,1.7,2219,0,1.07,1.62,1.03185218566922,0.360152937855617,0.52,0,NA,NA,NA,NA,NA,NA,2198,6.7,7.5,7.9,7.45764331210191,0.236252983408961,0.4,2136,0,7,36,7.28323970037453,2.76576934774134,2,2219,0,2219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
