"","station","year","month","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","cdepth_nValid","cdepth_min","cdepth_median","cdepth_max","cdepth_mean","cdepth_sd","cdepth_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total","level_nValid","level_min","level_median","level_max","level_mean","level_sd","level_iqr","clevel_nValid","clevel_min","clevel_median","clevel_max","clevel_mean","clevel_sd","clevel_iqr"
"19868","rkbfbwq",2002,11,1440,17.2,23.2,30.3,23.9363888888889,3.24836337925067,5.5,1440,12.39,37.555,42.22,36.0879652777778,5.29711010794248,4.285,1440,7.1,23.8,27,22.8231944444444,3.59276987126223,3,1440,19,80.2,135.5,80.4488194444444,19.846094029383,27.725,1440,1.5,5.9,10.5,5.96791666666667,1.51211869687531,2.1,1440,0.01,0.69,1.59,0.690909722222222,0.332391787491601,0.49,0,NA,NA,NA,NA,NA,NA,1440,7,7.7,8.2,7.75208333333333,0.220293805330813,0.300000000000001,1437,4,11,504,21.0431454418928,28.7529739891212,19,1440,4,1440,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19869","rkbfbwq",2002,12,1219,15.9,21.6,25.7,21.5018047579984,2.05515013085941,3.4,1219,7.44,36.36,44,35.3855127153404,5.98057308945275,4.805,1219,4.1,23,28.4,22.3833470057424,4.05936974330024,3.4,875,40.1,83.6,100,81.6913142857143,11.6186188651986,14.7,875,3.1,6.4,8.4,6.35268571428571,0.868084761974248,1.15,1219,0.02,0.62,1.33,0.619557013945857,0.302415509224721,0.46,0,NA,NA,NA,NA,NA,NA,1219,7.2,7.9,8.4,7.932403609516,0.205247372523614,0.3,1219,4,7,37,7.93765381460213,3.80985474490378,3,875,0,875,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19870","rkbfbwq",2003,2,744,18.9,24.2,28,23.8891129032258,2.04989636822921,3,744,25.88,48.09,50.16,47.1131989247312,2.91156929897221,2.81249999999999,744,15.9,31.4,32.8,30.6592741935484,2.0678777646698,2,744,40,87.8,127.9,87.4927419354839,16.242385970895,22.025,744,2.9,6.2,8.8,6.18897849462366,1.09004403312587,1.6,741,0,0.6,1.22,0.603522267206478,0.302342446981473,0.47,0,NA,NA,NA,NA,NA,NA,744,7.4,7.9,8.1,7.83682795698925,0.12819753630864,0.100000000000001,741,7,16,85,18.2199730094467,9.35538177240131,7,744,0,744,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19871","rkbfbwq",2003,3,1486,19.5,27.7,30.8,27.3294078061911,1.78575826425731,2,1486,38.31,50.46,51.97,49.8741251682369,1.92781560456331,1.91749999999999,1486,24.4,33,34.1,32.592530282638,1.37462993762405,1.4,1486,25.1,80.45,132.7,80.8205248990579,18.8137939937191,23.975,1486,1.8,5.3,9.6,5.32913862718708,1.18895259834287,1.5,1474,0.02,0.7,1.46,0.704701492537313,0.317856789556481,0.4975,0,NA,NA,NA,NA,NA,NA,1486,7.1,7.8,8.3,7.79522207267833,0.178840403836648,0.2,1486,3,10,108,12.7886944818304,8.56127252519761,7,1486,7,1486,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19872","rkbfbwq",2003,4,1123,17.5,25.4,29.2,24.8677649154052,2.58038554546105,4.25,1123,35.75,51.61,54.51,51.1676135351736,2.55813009712707,2.945,1123,22.6,34,36,33.6038290293856,1.84888402414426,2.2,1123,48.9,89,143.5,88.7689225289403,15.9286288465364,22.5,1123,3.3,6.1,10.1,6.09848619768477,1.18067000621655,1.5,1123,0.15,0.86,1.62,0.864140694568121,0.31477752346428,0.5,0,NA,NA,NA,NA,NA,NA,1123,7.4,7.9,8.2,7.88566340160285,0.161596261841608,0.2,384,3,7,42,7.3671875,3.35973180675421,2,1123,0,1123,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19873","rkbfbwq",2003,5,672,27.6,30.2,32.6,30.2046130952381,1.10015288153478,1.6,672,43.31,49.965,52.14,49.5132886904762,1.9674222401986,2.935,672,27.8,32.6,34.2,32.2425595238095,1.43086208817573,2.2,672,21.7,75.8,134.7,77.2971726190476,23.456854664301,37.8,672,1.4,4.8,8.5,4.86324404761905,1.40668095475104,2.3,672,0.12,0.795,1.47,0.785967261904762,0.328138341113525,0.52,0,NA,NA,NA,NA,NA,NA,672,7.2,7.7,7.9,7.69360119047619,0.144044646162221,0.2,672,3,10,45,11.2306547619048,5.51589607912847,5,672,9,672,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19874","rkbfbwq",2003,6,1180,27.4,29.8,32.7,29.8000847457627,1.01855141342289,1.6,1180,10.34,36.41,41.6,33.5351355932203,6.57376748112778,10.9175,1180,5.8,22.9,26.5,20.9602542372881,4.46003703850563,7.5,1180,7.2,59.1,122.9,59.5278813559322,22.2181037199875,30.4,1180,0.5,4,7.8,3.99983050847458,1.41223899195571,2,1180,0.21,0.885,1.62,0.883813559322034,0.313868363226225,0.4825,0,NA,NA,NA,NA,NA,NA,1180,7.2,7.7,8,7.66415254237288,0.154034387352856,0.2,1176,3,11,82,12.6938775510204,7.18839466103982,5,1180,82,1180,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19875","rkbfbwq",2003,7,1488,28.2,30.7,34.5,30.7426075268817,1.26285686169265,1.7,1488,10.79,26.565,32.01,25.6560685483871,3.86937485945267,5.7475,1488,6.1,16.2,19.8,15.5695564516129,2.54369625883302,3.9,1488,10.5,59.5,134.7,62.9776209677419,21.0087573372206,28,1488,0.7,4.1,8.8,4.30463709677419,1.37266473552289,1.9,1488,0.2,0.89,1.67,0.896129032258065,0.315177924180812,0.48,0,NA,NA,NA,NA,NA,NA,1488,7.2,7.8,8.2,7.77795698924731,0.161900675354064,0.2,1477,4,15,88,16.8070412999323,9.02375691543657,9,1488,33,1488,1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19876","rkbfbwq",2003,8,1445,26.9,30.3,34.1,30.3817301038062,1.15637989267864,1.5,1444,0.06,20.68,30.03,20.6127216066482,5.30365137914904,8.1075,1444,0,12.3,18.5,12.2930055401662,3.39592101291488,5.2,1445,10,57,132.5,59.837508650519,20.1744055480761,24.4,1445,0.7,4,9.3,4.19176470588235,1.35872373715403,1.7,1445,0,0.9,1.59,0.891024221453287,0.319654943108834,0.51,0,NA,NA,NA,NA,NA,NA,1445,7.2,7.7,8.1,7.7039446366782,0.133064028625107,0.2,1442,5,16,67,17.0298196948682,6.7282802820532,7,1445,56,1445,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19877","rkbfbwq",2003,9,1440,25.6,30.5,33.5,30.3860416666667,1.37728758157069,1.7,1440,2.27,26.435,35.5,25.3146527777778,5.57108678271184,6.99,1440,1.2,16.1,22.2,15.3761111111111,3.61662040728794,4.6,1440,20.8,65.6,138.2,68.8711111111111,21.127302983501,28.75,1440,1.4,4.6,9.3,4.74847222222222,1.40072368838697,2,1437,0,0.92,1.61,0.901419624217119,0.339692126673278,0.53,0,NA,NA,NA,NA,NA,NA,1440,7.1,7.7,8,7.69645833333333,0.145040641545022,0.2,1322,2,11,110,12.1180030257186,7.2836751672805,6,1440,4,1440,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19878","rkbfbwq",2003,10,1488,25.3,28.8,32.1,28.7011424731183,1.35342551722024,2,1488,1.42,24.575,39.54,24.7114045698925,7.92537089411678,10.8425,1488,0.7,14.9,25.2,15.0655913978495,5.22497225739023,7.2,1488,20.5,69.3,166.5,72.0610215053763,23.6098699233845,32.65,1488,1.4,4.9,11.6,5.11270161290323,1.61268716080507,2.2,1488,0.03,0.85,1.64,0.836875,0.341334231606563,0.51,0,NA,NA,NA,NA,NA,NA,1488,7.1,7.7,8.2,7.72116935483871,0.166540747748953,0.2,1488,2,9,38,9.50739247311828,3.84395687985003,4,1488,9,1488,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19879","rkbfbwq",2003,11,1439,16.3,26,28.4,25.3431549687283,2.04133060801316,2.1,1439,8.17,33.62,40.05,33.0784920083391,4.35633867684276,3.415,1439,4.5,21,25.6,20.7059068797776,2.94507200082967,2.4,1439,25.1,74.1,177.7,76.1038915913829,22.1844517938972,27.55,1439,1.8,5.4,12.9,5.57053509381515,1.61954995722956,2.1,1439,0.11,0.88,1.64,0.881744266851981,0.324410154685829,0.5,0,NA,NA,NA,NA,NA,NA,1439,7.4,7.8,8.2,7.7961084086171,0.143176285051025,0.2,1438,4,11,71,11.9269819193324,5.3163874684184,4,1439,2,1439,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19880","rkbfbwq",2003,12,1488,14,20,23.2,19.5624327956989,1.72385650008093,2.225,1488,10.76,41.01,45.35,39.7302419354839,4.32365059651781,4.6525,1488,6.1,26.3,29.4,25.427688172043,2.99813652585193,3.3,1488,49.2,89.8,126.5,90.2202284946237,13.2618444128588,16.025,1488,4.2,7.1,10.2,7.1301747311828,1.06331983033342,1.4,1488,0.06,0.76,1.54,0.766081989247312,0.295197445689665,0.44,0,NA,NA,NA,NA,NA,NA,1488,7.4,7.9,8.2,7.93239247311828,0.132176144410059,0.0999999999999996,1486,4,10,52,11.2483176312248,5.31026391920732,5,1488,0,1488,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19881","rkbfbwq",2004,1,1487,15.7,19.9,25,20.0993275050437,1.71477219851584,2.5,1487,17.56,43.63,47.22,42.83138533961,3.27236966034459,3.025,1487,10.4,28.2,30.8,27.6201748486886,2.2998470828883,2.1,1487,42.6,86.2,124.7,86.468123739072,12.3269941197255,14.6,1487,3.2,6.7,9.8,6.67545393409549,0.942732372471982,1.1,1487,0.03,0.72,1.44,0.729166106254203,0.30911387916195,0.47,0,NA,NA,NA,NA,NA,NA,1487,7.2,7.8,8.1,7.81311365164761,0.141026528323683,0.2,1486,3,9,62,10.3546433378197,5.48067329547167,5,1487,0,1487,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19882","rkbfbwq",2004,2,1392,16.8,22.7,27.5,22.4058189655172,2.3649037725911,4,1392,8.95,39.69,45.15,38.9740301724138,4.18619897893696,3.1025,1392,5,25.3,29.2,24.860775862069,2.87049723811237,2.1,1392,39,88.9,169,90.0645833333333,18.0761008905799,24.35,1392,3.1,6.7,13.3,6.78010057471264,1.37800812339844,1.9,1392,0.1,0.75,1.48,0.75114224137931,0.307183915896693,0.47,0,NA,NA,NA,NA,NA,NA,1392,7.2,7.8,8.3,7.80876436781609,0.153167079878408,0.2,1390,5,12,94,14.0496402877698,7.59559072295428,6,1392,0,1392,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19883","rkbfbwq",2004,3,1488,18.2,23.2,28,23.2316532258065,1.80619108887709,2.6,1488,25.45,42.085,47.82,41.7688508064516,3.43398875545849,5.30250000000001,1488,15.6,27,31.1,26.8284274193548,2.43322213392732,3.8,1488,44.1,84.85,126.8,85.939314516129,13.9022548547931,19.825,1488,3.1,6.2,8.9,6.2885752688172,0.951495400243494,1.3,1488,0.1,0.8,1.56,0.792708333333333,0.312520165231471,0.49,0,NA,NA,NA,NA,NA,NA,1488,7.4,7.8,8,7.83293010752688,0.0974676837833961,0.100000000000001,1488,3,9,65,10.1323924731183,5.06772682770748,5,1488,0,1488,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19884","rkbfbwq",2004,4,1440,20.3,24.1,29.1,24.3721527777778,2.18974381815577,3.625,1440,35.77,48.78,51.2,48.2612708333333,2.15373776528682,2.77249999999999,1440,22.6,31.9,33.5,31.4814583333333,1.53656271396264,1.925,1440,2.9,72,105.8,67.9741666666667,21.443176991105,26.225,1440,0.2,5,7.5,4.75534722222222,1.5100080368302,2,1440,0.13,0.78,1.52,0.767909722222222,0.301587885104651,0.48,0,NA,NA,NA,NA,NA,NA,1440,7.2,7.8,8,7.74118055555556,0.155751430267166,0.2,1401,2,7,327,10.0149892933619,14.7427630000243,5,1440,96,1440,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19885","rkbfbwq",2004,5,1488,23.3,26.7,32.3,27.0397177419355,1.87551072290261,2.4,1488,49.07,54.665,57.52,54.3436021505376,2.02147806465626,2.3,1488,32,36.2,38.1,35.9021505376344,1.47591128957231,1.6,1488,8.3,69.25,117.2,71.5024193548387,17.8625867360443,26.05,1488,0.5,4.6,7.4,4.65618279569892,1.11871741766098,1.7,1488,0.11,0.76,1.53,0.755893817204301,0.3133810364237,0.48,0,NA,NA,NA,NA,NA,NA,1488,7.4,7.8,8,7.7630376344086,0.126371613621504,0.0999999999999996,1485,3,9,82,10.5784511784512,6.54365963563422,3,1488,12,1488,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19886","rkbfbwq",2004,6,1440,26.5,29.9,33.7,29.9075,1.52532000310861,2.4,1440,48.17,56.39,58.65,55.8984444444444,1.5676679199138,1.74,1440,31.3,37.3,39,36.9721527777778,1.16445304198887,1.4,1440,2.4,54.3,124.6,55.8495138888889,26.3668095274308,37.85,1440,0.2,3.4,7.3,3.44472222222222,1.58787095907967,2.3,1438,0,0.75,1.65,0.748372739916551,0.342589500582139,0.5,0,NA,NA,NA,NA,NA,NA,1440,7.1,7.6,8,7.571875,0.13413542548373,0.0999999999999996,1295,2,10,70,11.2138996138996,6.12389786361682,4,1440,271,1440,1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19887","rkbfbwq",2004,7,1488,27.2,30.6,33.7,30.5280913978495,1.41373457442333,2,1488,37.81,48.61,54.95,48.6837970430108,2.44418149187754,2.52249999999999,1488,23.8,31.5,36.3,31.6278897849462,1.7852629504462,1.9,739,2.4,65.6,163,70.4879566982409,28.5322430366547,36.2,739,0.2,4.1,10,4.40081190798376,1.71536951262533,2.2,1488,0.01,0.83,1.61,0.83008064516129,0.324438773943637,0.5,0,NA,NA,NA,NA,NA,NA,1488,7.2,7.7,8,7.71418010752688,0.148588516481309,0.2,1478,3,15,193,15.7882273342355,8.06157393922134,7.75,739,40,739,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19888","rkbfbwq",2004,8,1488,27.8,30.8,34,30.7822580645161,1.3703291670844,2.2,1488,12.73,27.8,50.83,29.3719892473118,6.75239063057374,5.6675,1488,7.2,17,33.2,18.1034946236559,4.65340348272867,3.8,676,6.2,46.2,120.9,50.1810650887574,21.2189278757726,31.3,676,0.4,3.2,8.1,3.41139053254438,1.41097407535803,2.1,1488,0.25,0.92,1.89,0.918131720430107,0.32774976736621,0.51,0,NA,NA,NA,NA,NA,NA,1488,7.1,7.6,8.1,7.63897849462366,0.179327082814294,0.3,1487,4,14,787,18.8688634835239,31.1367131325176,8,676,93,676,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19889","rkbfbwq",2004,9,1440,26.2,29.5,34.3,29.38625,1.56471422679536,2.1,1440,6.52,27.305,39.36,26.7549236111111,5.71936654814327,7.69,1440,3.5,16.6,25,16.3579861111111,3.81602707726612,5.125,1037,18.5,64.1,135.6,65.6730954676953,23.7040764981239,37.2,1037,1.3,4.5,9.2,4.56036644165863,1.61741280751552,2.6,1440,0.2,0.97,1.91,0.959819444444444,0.335847338924889,0.51,0,NA,NA,NA,NA,NA,NA,1440,7.2,7.7,8.3,7.76402777777778,0.237306870949669,0.4,1262,4,15,84,16.6584786053883,8.80855525841897,8,1037,32,1037,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19890","rkbfbwq",2004,10,1488,24,27.8,32.5,28.1013440860215,1.83974233449018,3.025,1488,26.94,37.13,43.75,37.0056586021505,3.29186314755427,4.6625,1488,16.4,23.4,28.2,23.3663978494624,2.32617339090798,3.3,1488,16.6,77.95,170.2,77.4144489247312,21.2072794494331,23.9,1488,1.1,5.4,11.3,5.32083333333333,1.44249889811407,1.6,1488,0.17,0.9,1.57,0.893360215053763,0.317953483341117,0.51,0,NA,NA,NA,NA,NA,NA,1488,7.3,7.9,8.2,7.89287634408602,0.13649589475639,0.2,1476,5,14,63,17.030487804878,9.39908499148397,9,1488,28,1488,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19891","rkbfbwq",2004,11,1440,21.3,24.2,30.4,24.6188888888889,1.83911749960703,1.9,1440,31.01,45.665,49.34,45.0214375,2.8779387463323,4.2325,1440,19.3,29.6,32.3,29.1330555555556,2.08117518980099,3.2,1439,31,89.5,154.8,90.8644197359277,18.572597815916,24.2,1439,2.1,6.3,10.5,6.40986796386379,1.29190263967474,1.7,1440,0.12,0.86,1.69,0.858076388888889,0.312773656798697,0.49,0,NA,NA,NA,NA,NA,NA,1440,7.2,8,8.3,7.98305555555556,0.167403744252284,0.199999999999999,1438,2,9,101,12.692628650904,11.4122515892006,5,1439,0,1439,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19892","rkbfbwq",2004,12,1488,13.3,20.3,27,20.8620295698925,3.09151654693709,5.5,1488,30.49,49.54,53.21,49.0584879032258,2.83916952463773,2.64,1488,19,32.4,35.2,32.1081989247312,2.05566450053213,2,1488,19.5,89.3,158.3,90.0556451612903,17.6113380629148,19.6,1488,1.4,6.7,12.2,6.69630376344086,1.36044853720872,1.6,1482,0,0.64,1.49,0.645910931174089,0.31144066390291,0.47,0,NA,NA,NA,NA,NA,NA,1488,7.3,7.9,8.6,7.9505376344086,0.193470359543363,0.0999999999999996,1342,3,9,82,11.1125186289121,6.61287073997293,4,1488,2,1488,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19893","rkbfbwq",2005,1,1488,13,21.3,26.2,20.4810483870968,2.83688425615057,4.4,1488,46.31,53.34,54.52,52.9562365591398,1.19049579809417,0.852499999999999,1488,30.1,35.3,36.1,34.9739247311828,0.878866528525771,0.700000000000003,704,47.2,91.6,139.4,91.0076704545455,13.8771104442172,15.725,704,3.4,6.5,9.4,6.41661931818182,0.902592720303207,0.9,1487,0,0.74,1.47,0.740416946872898,0.332531524824305,0.5,0,NA,NA,NA,NA,NA,NA,1488,7.6,8.4,8.6,8.34032258064516,0.201908588519364,0.199999999999999,1488,0,9,70,10.8239247311828,7.96731167537682,8,704,0,704,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
