"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"20151","pdbbpnut",2006,8,0.066175,0.022325,0.00095,0.008425,0.009375,3.5675,0,0,0,0,0,0
"20152","pdbbpnut",2006,9,0.0512,0.014125,0.0012,0.009375,0.010575,2.87333333333333,0,0,0,0,0,0
"20153","pdbbpnut",2006,10,0.05015,0.0254,0.0032,0.2824,0.14515,2.6925,0,0,0,0,1,0
"20154","pdbbpnut",2006,11,0.06935,0.0335,0.0062,0.3755,0.3817,1.1,0,0,0,0,0,0
"20155","pdbbpnut",2006,12,0.0745,0.02585,0.0061,0.3832,0.3893,0.42,0,0,0,0,0,0
"20156","pdbbpnut",2007,1,0.06995,0.026025,0.003675,0.38815,0.391825,0.49,0,0,0,0,0,0
"20157","pdbbpnut",2007,2,0.065325,0.0232,0.00435,0.365275,0.3679,0.9175,0,0,0,0,0,0
"20158","pdbbpnut",2007,3,0.04695,0.018175,0.0044,0.22035,0.22475,1.1425,0,0,0,0,0,0
"20159","pdbbpnut",2007,4,0.0323333333333333,0.0110666666666667,0.00295,0.113575,0.0749333333333333,1.745,0,0,0,0,0,0
"20160","pdbbpnut",2007,5,0.035925,0.010525,0.0021,0.075325,0.077425,2.2475,0,0,0,0,0,0
"20161","pdbbpnut",2007,6,NA,NA,NA,NA,NA,3.2525,NA,NA,NA,NA,NA,0
"20162","pdbbpnut",2007,7,0.03925,0.0127,0.001775,0.033925,0.0357,4.225,0,1,0,0,0,0
"20163","pdbbpnut",2007,8,0.03975,0.01295,0.0016,0.0108,0.00896666666666667,5.105,0,0,0,0,1,0
"20164","pdbbpnut",2007,9,0.0481,0.0169,5e-04,0.0016,0.00433333333333333,1.33,0,0,1,0,1,0
"20165","pdbbpnut",2007,10,0.052525,0.04885,0.01055,0.211225,0.221775,1.47,0,0,0,0,0,0
"20166","pdbbpnut",2007,11,0.070275,0.01835,0.0056,0.336825,0.342425,0.6875,0,0,0,0,0,0
"20167","pdbbpnut",2007,12,0.0703,0.0492,0.0052,0.3555,0.3607,0.5125,0,0,0,0,0,0
"20168","pdbbpnut",2008,1,0.06965,0.01435,0.00305,0.36875,0.3718,0.9225,0,0,0,0,0,0
"20169","pdbbpnut",2008,2,0.057025,0.0111,0.0035,0.2876,0.20545,0.905,0,0,0,0,0,0
"20170","pdbbpnut",2008,3,0.0629,0.00815,0.00415,0.30425,0.3084,2.245,0,0,0,0,0,0
"20171","pdbbpnut",2008,4,0.028575,0.011025,0.002325,0.032325,0.03465,NA,0,0,0,0,0,NA
"20172","pdbbpnut",2008,5,0.04375,0.01845,0.00285,0.0656,0.0677,1.885,0,0,0,0,0,0
"20173","pdbbpnut",2008,6,NA,NA,NA,NA,NA,1.8275,NA,NA,NA,NA,NA,0
"20174","pdbbpnut",2008,7,0.039325,0.0109,0.001175,0.01475,0.015925,2.41,0,0,0,0,0,0
"20175","pdbbpnut",2008,8,0.04545,0.019825,0.00125,0.01605,0.0173,4.8,0,0,0,0,0,0
"20176","pdbbpnut",2008,9,0.03745,0.017925,0.001725,0.04065,0.042375,4.2825,0,0,0,0,0,0
"20177","pdbbpnut",2008,10,0.0553833333333333,0.0294333333333333,0.00606666666666667,0.180166666666667,0.186233333333333,1.235,0,0,0,0,0,0
"20178","pdbbpnut",2008,11,0.066275,0.05115,0.0084,0.356425,0.364825,1.35,0,0,0,0,0,0
"20179","pdbbpnut",2008,12,0.074225,0.025775,0.004525,0.3987,0.403225,1.1025,0,0,0,0,0,0
"20180","pdbbpnut",2009,1,0.07425,0.02805,0.004175,0.4165,0.420725,0.505,0,0,0,0,0,0
"20181","pdbbpnut",2009,2,0.0625,0.01025,0.004,0.288525,0.292525,0.63,0,0,0,0,0,0
"20182","pdbbpnut",2009,3,0.0585,0.015125,0.00565,0.25335,0.259,1.23,0,0,0,0,0,0
"20183","pdbbpnut",2009,4,0.04575,0.026525,0.00075,0.00365,0.0044,1.1,0,0,0,0,0,0
"20184","pdbbpnut",2009,5,0.04875,0.014975,0.001,0.06715,0.036525,2.6175,0,0,1,0,0,0
"20185","pdbbpnut",2009,6,0.089,0.0183,0.000475,0.00575,0.00465,1.6,0,0,1,0,0,0
"20186","pdbbpnut",2009,7,0.058,NA,NA,NA,NA,6.315,0,NA,NA,NA,NA,0
"20187","pdbbpnut",2009,8,0.0485,0.027025,0.0028,0.036875,0.039675,5.31,0,0,0,0,0,0
"20188","pdbbpnut",2009,9,0.052,0.0265,0.005,0.1507,0.1557,3.915,0,0,0,0,0,0
"20189","pdbbpnut",2009,10,0.04875,0.046625,0.006075,0.19255,0.1986,2.6625,0,0,0,0,0,0
"20190","pdbbpnut",2009,11,0.0725,0.04615,0.007275,0.352975,0.360225,0.505,0,0,0,0,0,0
"20191","pdbbpnut",2009,12,0.072,0.020125,0.0064,0.374875,0.381275,0.4675,0,0,0,0,0,0
"20192","pdbbpnut",2010,1,NA,NA,NA,NA,NA,0.4175,NA,NA,NA,NA,NA,0
"20193","pdbbpnut",2010,2,0.070175,0.01515,0.0036,0.3672,0.370775,0.73,0,0,0,0,0,0
"20194","pdbbpnut",2010,3,0.0476,0.01755,0.0035,0.175975,0.1795,1.665,0,0,0,0,0,0
"20195","pdbbpnut",2010,4,NA,NA,NA,NA,NA,3.9125,NA,NA,NA,NA,NA,0
"20196","pdbbpnut",2010,5,0.0404,0.017975,0.0026,NA,NA,1.15,0,0,0,NA,NA,0
"20197","pdbbpnut",2010,6,0.0275,0.02125,0.0024,0.072,0.07435,1.805,0,0,0,0,0,0
"20198","pdbbpnut",2010,7,NA,NA,NA,NA,NA,2.635,NA,NA,NA,NA,NA,0
"20199","pdbbpnut",2010,8,NA,NA,NA,NA,NA,4.39,NA,NA,NA,NA,NA,0
"20200","pdbbpnut",2010,9,0.0521,0.01745,0.00565,0.10835,0.114,5.5125,0,0,0,0,0,0
"20201","pdbbpnut",2010,10,0.032575,0.01745,0.00285,0.014525,0.017375,2.2,0,0,0,0,0,0
"20202","pdbbpnut",2010,11,0.06865,0.07965,0.0083,0.2858,0.29415,1.285,0,0,0,0,0,0
"20203","pdbbpnut",2010,12,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,0
"20204","pdbbpnut",2011,1,0.0724333333333333,0.0172,0.004175,0.3821,0.38625,0.3775,0,0,0,0,0,0
"20205","pdbbpnut",2011,2,0.06345,0.00675,0.00355,0.35925,0.3628,0.735,0,1,0,0,0,0
"20206","pdbbpnut",2011,3,0.053625,0.012425,0.00395,0.282425,0.286275,1.5025,0,0,0,0,0,0
"20207","pdbbpnut",2011,4,0.0336,0.0116,0.0034,0.12095,0.12435,1.96,0,0,0,0,0,0
"20208","pdbbpnut",2011,5,NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,0
"20209","pdbbpnut",2011,6,NA,NA,NA,NA,NA,2.8975,NA,NA,NA,NA,NA,0
"20210","pdbbpnut",2011,7,NA,NA,NA,NA,NA,3.5325,NA,NA,NA,NA,NA,0
"20211","pdbbpnut",2011,8,0.0444,NA,0.00095,0.0167,0.0177,2.9375,0,NA,0,0,0,0
"20212","pdbbpnut",2011,9,0.05325,0.01455,9e-04,0.0058,0.0058,3.095,0,0,0,1,1,0
"20213","pdbbpnut",2011,10,NA,NA,NA,NA,NA,2.345,NA,NA,NA,NA,NA,0
"20214","pdbbpnut",2011,11,NA,NA,NA,NA,0.3586,1.24,NA,NA,NA,NA,0,0
"20215","pdbbpnut",2011,12,0.0715,0.0345,0.0082,0.35635,0.3645,0.585,0,0,0,0,0,0
"20216","pdbbpnut",2012,1,0.0658,0.01755,0.0037,0.37685,0.38065,0.575,0,0,0,0,0,0
"20217","pdbbpnut",2012,2,0.0649,0.0068,0.00465,0.34715,0.35175,0.7,0,0,0,0,0,0
"20218","pdbbpnut",2012,3,NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,0
"20219","pdbbpnut",2012,4,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,0
"20220","pdbbpnut",2012,5,0.08135,NA,6e-04,0.0035,0.0035,1.67,0,NA,0,1,1,0
"20221","pdbbpnut",2012,6,NA,NA,NA,NA,NA,3.225,NA,NA,NA,NA,NA,0
"20222","pdbbpnut",2012,7,0.0454,0.0097,3e-04,0.0035,0.0035,1.475,0,0,0,1,1,0
"20223","pdbbpnut",2012,8,0.0648,0.0109,0.00035,0.0035,0.0035,3.3,0,0,1,1,1,0
"20224","pdbbpnut",2012,9,0.0435,NA,6e-04,0.0035,0.0035,4.055,0,NA,0,1,1,0
"20225","pdbbpnut",2012,10,0.03495,0.01985,0.001,0.0035,0.0035,5.355,0,0,0,1,1,0
"20226","pdbbpnut",2012,11,0.05845,0.03275,0.011,0.32405,0.33505,1.915,0,0,0,0,0,0
"20227","pdbbpnut",2012,12,0.06825,0.01995,0.0036,0.37345,0.37705,1.215,0,0,0,0,0,0
"20228","pdbbpnut",2013,1,0.0703,0.01675,0.00305,0.36325,0.3663,NA,0,0,0,0,0,NA
"20229","pdbbpnut",2013,2,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,0
"20230","pdbbpnut",2013,3,0.0499,0.0102,0.00425,NA,NA,1.285,0,0,0,NA,NA,0
"20231","pdbbpnut",2013,4,0.03255,0.00755,0.002,0.05015,0.05215,1.495,0,0,0,0,0,0
"20232","pdbbpnut",2013,5,0.041,0.0039,0.00055,0.0021,0.00215,3.335,0,0,0,1,1,0
"20233","pdbbpnut",2013,6,NA,NA,NA,NA,NA,2.54,NA,NA,NA,NA,NA,0
"20234","pdbbpnut",2013,7,0.1315,0.00875,7e-04,0.0021,0.0021,2.955,0,0,0,1,1,0
"20235","pdbbpnut",2013,8,0.04,0.0089,0.0014,0.0152,0.0166,4.625,0,0,0,0,0,0
"20236","pdbbpnut",2013,9,0.0507,0.0066,0.002,0.00545,0.00745,1.49,0,0,0,0,0,0
"20237","pdbbpnut",2013,10,0.0202,0.01235,0.001,0.00255,0.0035,2.005,0,0,0,0,0,0
"20238","pdbbpnut",2013,11,0.0576,NA,0.0094,0.27035,0.2797,1.115,0,NA,0,0,0,0
"20239","pdbbpnut",2013,12,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,0
"20240","pdbbpnut",2014,1,0.0666,0.0264,0.0045,0.3807,0.3852,0.76,0,0,0,0,0,0
"20241","pdbbpnut",2014,2,NA,0.00655,0.0043,0.3625,0.3668,0.545,NA,0,0,0,0,0
"20242","pdbbpnut",2014,3,NA,NA,NA,NA,NA,1.005,NA,NA,NA,NA,NA,0
"20243","pdbbpnut",2014,4,NA,0.0211,0.00625,0.30905,0.3153,2.58,NA,0,0,0,0,0
"20244","pdbbpnut",2014,5,NA,0.0145,0.0014,0.0277,0.0291,1.205,NA,0,0,0,0,0
"20245","pdbbpnut",2014,6,NA,NA,NA,NA,NA,3.025,NA,NA,NA,NA,NA,0
"20246","pdbbpnut",2014,7,0.0144,0.0017,4e-04,NA,0.0048,20.41,0,1,0,NA,1,0
"20247","pdbbpnut",2014,8,NA,NA,NA,NA,NA,1.84,NA,NA,NA,NA,NA,0
"20248","pdbbpnut",2014,9,0.0366,0.00675,0.002,0.0186,0.0206,5.24,0,0,0,0,0,0
"20249","pdbbpnut",2014,10,NA,NA,NA,NA,NA,2.405,NA,NA,NA,NA,NA,0
"20250","pdbbpnut",2014,11,NA,NA,NA,NA,NA,1.335,NA,NA,NA,NA,NA,0
"20251","pdbbpnut",2014,12,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,0
"20252","pdbbpnut",2015,1,0.06685,0.0082,0.0037,0.34535,0.34905,0.73,0,0,0,0,0,0
"20253","pdbbpnut",2015,2,0.04625,0.01465,0.0037,0.2052,0.20895,1.035,0,0,0,0,0,0
"20254","pdbbpnut",2015,3,0.0237,0.01285,0.00145,0.01385,0.0153,2.725,0,0,0,0,0,0
"20255","pdbbpnut",2015,4,NA,NA,NA,NA,NA,5.67,NA,NA,NA,NA,NA,0
"20256","pdbbpnut",2015,5,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,0
"20257","pdbbpnut",2015,6,NA,NA,NA,NA,NA,7.285,NA,NA,NA,NA,NA,0
"20258","pdbbpnut",2015,7,0.06395,0.0055,0.00035,5e-04,0.002,1.89,0,0,0,0,1,0
"20259","pdbbpnut",2015,8,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,NA,0
"20260","pdbbpnut",2015,9,0.03715,0.00535,0.00055,0.00785,0.0084,1.89,0,0,0,0,0,0
"20261","pdbbpnut",2015,10,0.03855,0.02515,0.00345,0.02065,0.0241,3.42,0,0,0,0,0,0
"20262","pdbbpnut",2015,11,0.0658,0.07295,0.0106,0.2613,0.27195,1.115,0,0,0,0,0,0
"20263","pdbbpnut",2015,12,0.06975,0.0268,0.0043,0.3651,0.36945,0.455,0,0,0,0,0,0
"20264","pdbbpnut",2016,1,0.06585,0.0205,0.00355,0.3407,0.34425,0.715,0,0,0,0,0,0
"20265","pdbbpnut",2016,2,0.0594,0.0182,0.004,0.31275,0.3167,0.6,0,0,0,0,0,0
"20266","pdbbpnut",2016,3,0.04235,0.01795,0.0036,0.15675,0.1604,1.445,0,0,0,0,0,0
"20267","pdbbpnut",2016,4,0.03845,0.0099,0.0042,0.1203,0.1245,2.7,0,0,0,0,0,0
"20268","pdbbpnut",2016,5,0.0381,0.0061,0.0014,0.0256,0.027,4.225,0,0,0,0,0,0
"20269","pdbbpnut",2016,6,0.03205,0.00785,0.00185,0.02515,0.027,2.34,0,0,0,0,0,0
"20270","pdbbpnut",2016,7,0.0407,0.0068,2e-04,NA,0.0064,2.61,0,0,1,NA,1,0
"20271","pdbbpnut",2016,8,0.0609,0.0055,6e-04,NA,0.0064,5.365,0,0,0,NA,1,0
"20272","pdbbpnut",2016,9,0.04445,0.00665,NA,NA,0.0064,1.46,0,0,NA,NA,1,0
"20273","pdbbpnut",2016,10,0.029,0.01095,0.0012,NA,0.0064,1.35,0,0,0,NA,1,0
"20274","pdbbpnut",2016,11,0.06665,0.0571,0.0106,0.3033,0.3139,0.9,0,0,0,0,0,0
"20275","pdbbpnut",2016,12,0.06865,0.0191,0.00525,0.3477,0.35295,0.645,0,0,0,0,0,0
"20276","pdbbpnut",2017,1,0.0652,0.0197,0.0046,0.3343,0.33895,0.61,0,0,0,0,0,0
"20277","pdbbpnut",2017,2,0.0627,0.0175,0.0035,0.3527,0.3562,1.205,0,0,0,0,0,0
"20278","pdbbpnut",2017,3,0.04,0.0169,0.0039,0.21165,0.21555,2.35,0,0,0,0,0,0
"20279","pdbbpnut",2017,4,0.03315,0.0141,0.003,0.1038,0.1068,2.43,0,0,0,0,0,0
"20280","pdbbpnut",2017,5,0.0281,7e-04,0.00185,0.0549,0.0568,0.905,0,1,0,0,0,0
"20281","pdbbpnut",2017,6,0.05675,0.01745,0.00105,0.0039,0.00495,2.29,0,0,0,0,0,0
"20282","pdbbpnut",2017,7,0.0325,7e-04,4e-04,NA,0.004,1.605,0,1,0,NA,1,0
"20283","pdbbpnut",2017,8,0.06435,NA,9e-04,0.0071,0.00805,2.4,0,NA,0,0,0,0
"20284","pdbbpnut",2017,9,0.0713,0.0244,0.0013,0.0057,0.00705,1.835,0,0,0,0,0,0
"20285","pdbbpnut",2017,10,0.0511,0.117,0.00925,0.2389,0.24815,1.705,0,0,0,0,0,0
"20286","pdbbpnut",2017,11,0.05455,0.01555,0.00815,0.32615,0.3343,0.72,0,0,0,0,0,0
"20287","pdbbpnut",2017,12,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,0
"20288","pdbbpnut",2018,1,NA,0.0263,0.0045,0.35005,0.35455,0.59,NA,0,0,0,0,0
"20289","pdbbpnut",2018,2,0.0635,0.02025,0.00435,0.3618,0.36615,0.41,0,0,0,0,0,0
"20290","pdbbpnut",2018,3,0.0495,0.0132,0.0038,0.2457,0.2495,0.65,0,0,0,0,0,0
"20291","pdbbpnut",2018,4,0.04735,0.016,0.0038,0.21525,0.21905,1.235,0,0,0,0,0,0
"20292","pdbbpnut",2018,5,0.03495,0.0086,0.00065,NA,0.0052,4.81,0,0,0,NA,1,0
"20293","pdbbpnut",2018,6,0.0234,0.0034,4e-04,NA,0.0052,NA,0,1,1,NA,1,NA
"20294","pdbbpnut",2018,7,0.00965,0.0147,4e-04,NA,0.0052,113.96,0,0,1,NA,1,0
"20295","pdbbpnut",2018,8,0.04185,0.0192,0.0021,0.02015,0.02225,1.495,0,0,0,0,0,0
"20296","pdbbpnut",2018,9,0.0553,0.0109,0.00195,0.028,0.02995,2.385,0,0,0,0,0,0
"20297","pdbbpnut",2018,10,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,0
"20298","pdbbpnut",2018,11,NA,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,0
"20299","pdbbpnut",2018,12,0.06355,0.02235,0.00425,0.34935,0.35365,0.795,0,0,0,0,0,0
"20300","pdbbpnut",2019,1,0.06715,0.0201,0.0053,0.3615,0.3668,1.09,0,0,0,0,0,0
"20301","pdbbpnut",2019,2,0.058,0.01125,0.0036,0.3235,0.32705,0.88,0,0,0,0,0,0
"20302","pdbbpnut",2019,3,0.02325,0.01235,0.0016,0.02655,0.02815,1.775,0,0,0,0,0,0
"20303","pdbbpnut",2019,4,0.02735,0.01735,0.00245,0.04565,0.0482,2.23,0,0,0,0,0,0
"20304","pdbbpnut",2019,5,0.0319,0.00825,0.00105,0.00765,0.0134,2.05,0,0,0,0,1,0
"20305","pdbbpnut",2019,6,0.0493,0.0169,0.00125,0.0015,0.0134,4.21,0,0,0,0,1,0
"20306","pdbbpnut",2019,7,0.0476,0.0112333333333333,0.00153333333333333,0.00756666666666667,0.0134,3.24333333333333,0,0,0,0,1,0
"20307","pdbbpnut",2019,8,0.0534,0.0237,0.002,0.03795,0.0399,4.225,0,0,0,0,0,0
"20308","pdbbpnut",2019,9,0.03225,0.00525,0.00145,0.0041,0.0134,NA,0,1,0,0,1,NA
"20309","pdbbpnut",2019,10,0.0571,0.02775,0.0067,0.2155,0.2222,2.74,0,0,0,0,0,0
"20310","pdbbpnut",2019,11,0.06175,0.0197,0.0041,0.34435,0.34835,3.095,0,0,0,0,0,0
"20311","pdbbpnut",2019,12,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,0
"20312","pdbbpnut",2020,1,0.0664,0.01745,0.0029,0.3801,0.38295,0.805,0,0,0,0,0,0
"20313","pdbbpnut",2020,2,0.06515,0.01425,0.0046,0.3701,0.37465,1.545,0,0,0,0,0,0
"20314","pdbbpnut",2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20315","pdbbpnut",2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20316","pdbbpnut",2020,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20317","pdbbpnut",2020,6,0.0321,0.0142,0.0021,0.00475,0.0143,3.98,0,0,1,0,1,0
"20318","pdbbpnut",2020,7,0.04925,0.0109,0.0021,0.001,0.0143,8.35,0,0,1,0,1,0
"20319","pdbbpnut",2020,8,0.01885,0.0041,0.0021,0.00075,0.0143,14.895,0,1,1,0,1,0
"20320","pdbbpnut",2020,9,NA,NA,NA,NA,NA,32.16,NA,NA,NA,NA,NA,0
"20321","pdbbpnut",2020,10,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,0
"20322","pdbbpnut",2020,11,0.04775,0.05035,0.00865,0.28295,0.2916,2.465,0,0,0,0,0,0
"20323","pdbbpnut",2020,12,0.06775,0.0374,0.0049,0.35205,0.3569,1.22,0,0,0,0,0,0
"20324","pdbbpnut",2021,1,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,0
"20325","pdbbpnut",2021,2,0.0576,0.0186,0.00375,0.3458,0.3496,0.8,0,0,0,0,0,0
"20326","pdbbpnut",2021,3,0.054,0.01725,0.00385,0.2817,0.28555,1.145,0,0,0,0,0,0
"20327","pdbbpnut",2021,4,0.0323,0.0152,0.0021,0.04435,0.0461,2.175,0,0,1,0,0,0
"20328","pdbbpnut",2021,5,NA,NA,NA,0.1234,NA,1.41,NA,NA,NA,0,NA,0
"20329","pdbbpnut",2021,6,0.034,0.01545,0.0021,0.0037,0.0143,2.675,0,0,1,0,1,0
"20330","pdbbpnut",2021,7,0.0415,0.00545,0.00255,0.04835,0.0509,2.085,0,0,0,0,0,0
"20331","pdbbpnut",2021,8,0.04885,0.0207,0.0027,0.034,0.03665,2.53,0,0,0,0,0,0
"20332","pdbbpnut",2021,9,0.0332,0.0112,0.0022,0.01415,0.0163,3.85,0,0,0,0,0,0
"20333","pdbbpnut",2021,10,0.05005,0.04255,0.00635,0.1796,0.186,1.625,0,0,0,0,0,0
"20334","pdbbpnut",2021,11,NA,NA,NA,NA,NA,2.01,NA,NA,NA,NA,NA,0
"20335","pdbbpnut",2021,12,NA,NA,NA,NA,NA,0.445,NA,NA,NA,NA,NA,0
"20336","pdbbpnut",2022,1,0.06825,0.0352,0.0042,0.3805,0.3847,0.335,0,0,0,0,0,0
"20337","pdbbpnut",2022,2,0.06675,0.01805,0.0041,0.36385,0.36795,0.555,0,0,0,0,0,0
