"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"9554","grbgbnut",2009,12,0.0216666666666667,0.0496666666666667,NA,NA,0.133333333333333,NA,0,0,NA,NA,0,NA
"9555","grbgbnut",2010,4,0.0143333333333333,0.0343333333333333,NA,NA,0.111333333333333,NA,0,0,NA,NA,0,NA
"9556","grbgbnut",2010,5,0.00866666666666667,0.01,NA,NA,0.0406666666666667,9.97666666666667,1,1,NA,NA,0,0
"9557","grbgbnut",2010,6,0.013,0.005,NA,NA,0.011,NA,0,1,NA,NA,0,NA
"9558","grbgbnut",2010,7,0.035,0.005,NA,NA,0.007,NA,0,1,NA,NA,0,NA
"9559","grbgbnut",2010,8,0.028,0.005,NA,NA,0.022,NA,0,1,NA,NA,0,NA
"9560","grbgbnut",2010,9,0.036,0.062,NA,NA,0.029,NA,0,0,NA,NA,0,NA
"9561","grbgbnut",2010,10,0.0333333333333333,0.0363333333333333,NA,NA,0.1,2.77333333333333,0,0,NA,NA,0,0
"9562","grbgbnut",2010,11,0.019,0.037,NA,NA,0.089,3.93,0,0,NA,NA,0,0
"9563","grbgbnut",2010,12,0.026,0.044,NA,NA,0.144,NA,0,0,NA,NA,0,NA
"9564","grbgbnut",2011,4,0.005,0.005,NA,NA,0.005,7.21,1,1,NA,NA,1,0
"9565","grbgbnut",2011,5,0.014,0.073,NA,NA,0.079,1.83,0,0,NA,NA,0,0
"9566","grbgbnut",2011,6,0.011,0.014,NA,NA,0.089,2.66,0,0,NA,NA,0,0
"9567","grbgbnut",2011,7,0.025,0.025,NA,NA,0.028,5.28,0,0,NA,NA,0,0
"9568","grbgbnut",2011,8,0.039,0.005,NA,NA,0.005,4.69,0,1,NA,NA,1,0
"9569","grbgbnut",2011,9,0.027,0.007,NA,NA,0.051,NA,0,0,NA,NA,0,NA
"9570","grbgbnut",2011,10,0.03,0.074,NA,NA,0.132,1.96,0,0,NA,NA,0,0
"9571","grbgbnut",2011,11,0.021,0.027,NA,NA,0.067,2.01,0,0,NA,NA,0,0
"9572","grbgbnut",2011,12,0.02,0.06,NA,NA,0.136,0.9,0,0,NA,NA,0,0
"9573","grbgbnut",2012,3,0.005,0.005,NA,NA,0.006,10.61,0,1,NA,NA,0,0
"9574","grbgbnut",2012,4,0.00566666666666667,0.0593333333333333,NA,NA,0.005,1.83,1,0,NA,NA,1,0
"9575","grbgbnut",2012,5,0.016,0.022,NA,NA,0.025,4.07,0,0,NA,NA,0,0
"9576","grbgbnut",2012,6,0.009,0.005,NA,NA,0.005,8.38,0,1,NA,NA,1,0
"9577","grbgbnut",2012,7,0.0336666666666667,0.011,NA,NA,0.005,2.88,0,1,NA,NA,1,0
"9578","grbgbnut",2012,8,0.044,0.005,NA,NA,0.005,1.9,0,1,NA,NA,1,0
"9579","grbgbnut",2012,9,0.032,0.011,NA,NA,0.005,2.44,0,0,NA,NA,1,0
"9580","grbgbnut",2012,10,0.028,0.02,NA,NA,0.063,1.55333333333333,0,0,NA,NA,0,0
"9581","grbgbnut",2012,11,0.014,0.009,NA,NA,0.069,5.73,0,0,NA,NA,0,0
"9582","grbgbnut",2012,12,0.0196666666666667,0.0103333333333333,NA,NA,0.0986666666666667,3.55666666666667,0,1,NA,NA,0,0
"9583","grbgbnut",2013,4,0.005,0.00966666666666667,NA,NA,0.005,7.35333333333333,1,0,NA,NA,1,0
"9584","grbgbnut",2013,5,0.005,0.005,NA,NA,0.005,5.07,1,1,NA,NA,1,0
"9585","grbgbnut",2013,6,0.009,0.038,NA,NA,0.101,19.35,0,0,NA,NA,0,0
"9586","grbgbnut",2013,7,0.0253333333333333,0.07,NA,NA,0.0403333333333333,4.50666666666667,0,0,NA,NA,0,0
"9587","grbgbnut",2013,8,0.032,0.005,NA,NA,0.005,8.86,0,1,NA,NA,1,0
"9588","grbgbnut",2013,9,0.0376666666666667,0.016,NA,NA,0.0116666666666667,2.43,0,0,NA,NA,0,0
"9589","grbgbnut",2013,10,0.032,0.021,NA,NA,0.246,2.43,0,0,NA,NA,0,0
"9590","grbgbnut",2013,11,0.025,0.03,NA,NA,0.117,2.89,0,0,NA,NA,0,0
"9591","grbgbnut",2013,12,0.0316666666666667,0.0616666666666667,NA,NA,0.189333333333333,2.54666666666667,0,0,NA,NA,0,0
"9592","grbgbnut",2014,4,0.005,0.005,NA,NA,0.014,NA,1,1,NA,NA,0,NA
"9593","grbgbnut",2014,5,0.005,0.005,NA,NA,0.005,NA,1,1,NA,NA,1,NA
"9594","grbgbnut",2014,6,0.012,0.038,NA,NA,0.079,NA,0,0,NA,NA,0,NA
"9595","grbgbnut",2014,7,0.00966666666666667,0.0133333333333333,NA,NA,0.0196666666666667,NA,1,0,NA,NA,0,NA
"9596","grbgbnut",2014,8,0.031,0.012,NA,NA,0.029,NA,0,0,NA,NA,0,NA
"9597","grbgbnut",2014,9,0.037,0.007,NA,NA,0.007,NA,0,0,NA,NA,0,NA
"9598","grbgbnut",2014,10,0.036,0.008,NA,NA,0.013,NA,0,0,NA,NA,0,NA
"9599","grbgbnut",2014,11,0.034,0.038,NA,NA,0.095,NA,0,0,NA,NA,0,NA
"9600","grbgbnut",2014,12,0.022,0.049,NA,NA,0.125,NA,0,0,NA,NA,0,NA
"9601","grbgbnut",2015,4,0.00433333333333333,0.0153333333333333,NA,NA,0.0643333333333333,NA,0,0,NA,NA,0,NA
"9602","grbgbnut",2015,5,0.014,0.014,NA,NA,0.055,NA,0,0,NA,NA,0,NA
"9603","grbgbnut",2015,6,0.007,0.023,NA,NA,0.067,NA,0,0,NA,NA,0,NA
"9604","grbgbnut",2015,7,0.0113333333333333,0.00933333333333333,NA,NA,0.017,NA,0,1,NA,NA,0,NA
"9605","grbgbnut",2015,8,0.025,0.00633333333333333,NA,NA,0.0123333333333333,NA,0,1,NA,NA,0,NA
"9606","grbgbnut",2015,9,0.034,0.014,NA,NA,0.022,NA,0,0,NA,NA,0,NA
"9607","grbgbnut",2015,10,0.022,0.022,NA,NA,0.037,NA,0,0,NA,NA,0,NA
"9608","grbgbnut",2015,11,0.019,0.038,NA,NA,0.083,NA,0,0,NA,NA,0,NA
"9609","grbgbnut",2015,12,0.0196666666666667,0.0183333333333333,NA,NA,0.104333333333333,NA,0,0,NA,NA,0,NA
"9610","grbgbnut",2016,3,0.002,0.0126666666666667,NA,NA,0.0673333333333333,NA,0,1,NA,NA,0,NA
"9611","grbgbnut",2016,4,0.002,0.017,NA,NA,0.066,NA,0,0,NA,NA,0,NA
"9612","grbgbnut",2016,5,0.0103333333333333,0.0393333333333333,NA,NA,0.0613333333333333,NA,0,0,NA,NA,0,NA
"9613","grbgbnut",2016,6,0.012,0.005,NA,NA,0.119,NA,0,1,NA,NA,0,NA
"9614","grbgbnut",2016,7,0.018,0.005,NA,NA,0.005,NA,0,1,NA,NA,1,NA
"9615","grbgbnut",2016,8,0.0393333333333333,0.029,NA,NA,0.00766666666666667,NA,0,0,NA,NA,0,NA
"9616","grbgbnut",2016,9,0.052,0.038,NA,NA,0.016,NA,0,0,NA,NA,0,NA
"9617","grbgbnut",2016,10,0.035,0.012,NA,NA,0.025,2.3,0,0,NA,NA,0,0
"9618","grbgbnut",2016,11,NA,0.072,NA,NA,NA,0.81,NA,0,NA,NA,NA,0
"9619","grbgbnut",2016,12,0.0253333333333333,0.0653333333333333,NA,NA,0.205666666666667,2.91333333333333,0,0,NA,NA,0,0
"9620","grbgbnut",2017,4,0.0035,0.0069,NA,NA,0.009,NA,1,1,NA,NA,0,NA
"9621","grbgbnut",2017,5,0.01,0.067,NA,NA,0.088,6.02,0,0,NA,NA,0,0
"9622","grbgbnut",2017,6,0.0035,0.008,NA,NA,0.07,NA,1,0,NA,NA,0,NA
"9623","grbgbnut",2017,7,0.012,0.0069,NA,NA,0.023,NA,0,1,NA,NA,0,NA
"9624","grbgbnut",2017,8,0.038,0.0069,NA,NA,0.1,NA,0,1,NA,NA,0,NA
"9625","grbgbnut",2017,9,0.028,0.029,NA,NA,0.156,11.74,0,0,NA,NA,0,0
"9626","grbgbnut",2017,10,0.039,0.034,NA,NA,0.145,3.16,0,0,NA,NA,0,0
"9627","grbgbnut",2017,11,0.0283333333333333,0.105666666666667,NA,NA,0.109333333333333,2.00666666666667,0,0,NA,NA,0,0
"9628","grbgbnut",2017,12,0.027,0.026,NA,NA,0.282,NA,0,0,NA,NA,0,NA
"9629","grbgbnut",2018,4,0.00433333333333333,0.00926666666666667,NA,NA,0.0216666666666667,7.23,1,1,NA,NA,0,0
"9630","grbgbnut",2018,5,0.006,0.011,NA,NA,0.061,NA,0,0,NA,NA,0,NA
"9631","grbgbnut",2018,6,0.024,0.0069,NA,NA,0.013,NA,0,1,NA,NA,0,NA
"9632","grbgbnut",2018,7,0.022,0.032,NA,NA,0.019,NA,0,0,NA,NA,0,NA
"9633","grbgbnut",2018,8,0.0406666666666667,0.11,NA,NA,0.0856666666666667,6.96,0,0,NA,NA,0,0
"9634","grbgbnut",2018,9,0.027,0.0069,NA,NA,0.178,NA,0,1,NA,NA,0,NA
"9635","grbgbnut",2018,10,0.022,0.0213333333333333,NA,NA,0.0566666666666667,57.58,0,0,NA,NA,0,0
"9636","grbgbnut",2018,11,0.014,0.07,NA,NA,0.089,4,0,0,NA,NA,0,0
"9637","grbgbnut",2018,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9638","grbgbnut",2019,4,0.013,0.0906666666666667,NA,NA,0.0723333333333333,5.54666666666667,0,0,NA,NA,0,0
"9639","grbgbnut",2019,5,0.013,0.015,NA,NA,0.048,18.1,0,0,NA,NA,0,0
"9640","grbgbnut",2019,6,0.002,0.005,NA,NA,NA,17,0,1,NA,NA,NA,0
"9641","grbgbnut",2019,7,0.013,0.005,NA,NA,NA,5.74,0,1,NA,NA,NA,0
"9642","grbgbnut",2019,8,NA,0.005,NA,NA,0.037,6.15,NA,1,NA,NA,0,0
"9643","grbgbnut",2019,9,NA,NA,NA,NA,NA,12.5833333333333,NA,NA,NA,NA,NA,0
"9644","grbgbnut",2019,10,0.023,NA,NA,NA,0.058,3.69,0,NA,NA,NA,0,0
"9645","grbgbnut",2019,11,NA,0.005,NA,NA,NA,2.49,NA,1,NA,NA,NA,0
"9646","grbgbnut",2019,12,0.0213333333333333,NA,NA,NA,NA,1.52666666666667,0,NA,NA,NA,NA,0
"9647","grbgbnut",2020,5,0.069,NA,NA,NA,NA,9.3,0,NA,NA,NA,NA,0
"9648","grbgbnut",2020,6,NA,0.02,NA,NA,NA,3.2,NA,0,NA,NA,NA,0
"9649","grbgbnut",2020,7,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,0
"9650","grbgbnut",2020,8,NA,0.005,NA,NA,NA,4.23333333333333,NA,1,NA,NA,NA,0
"9651","grbgbnut",2020,9,0.039,0.014,NA,NA,NA,2.5,0,0,NA,NA,NA,0
"9652","grbgbnut",2020,10,0.028,0.033,NA,NA,0.04,2.5,0,0,NA,NA,0,0
"9653","grbgbnut",2020,11,0.0233333333333333,0.148,NA,NA,0.04,1.8,0,0,NA,NA,0,0
"9654","grbgbnut",2020,12,0.027,0.028,NA,NA,0.148,5.1,0,0,NA,NA,0,0
"9655","grbgbnut",2021,4,0.002,0.018,NA,NA,0.024,4.14,0,0,NA,NA,0,0
"9656","grbgbnut",2021,5,0.0223333333333333,0.0363333333333333,NA,NA,0.081,6.39666666666667,0,0,NA,NA,0,0
"9657","grbgbnut",2021,6,0.015,0.021,NA,NA,0.02,8.04,0,0,NA,NA,0,0
"9658","grbgbnut",2021,7,0.0283333333333333,0.0653333333333333,NA,NA,0.0603333333333333,4.67333333333333,0,0,NA,NA,0,0
"9659","grbgbnut",2021,8,0.029,0.014,NA,NA,0.037,17.41,0,0,NA,NA,0,0
"9660","grbgbnut",2021,9,0.027,0.039,NA,NA,0.036,7.68,0,0,NA,NA,0,0
"9661","grbgbnut",2021,10,0.0323333333333333,0.0106666666666667,NA,NA,0.034,3.14666666666667,0,0,NA,NA,0,0
"9662","grbgbnut",2021,11,0.032,0.056,NA,NA,0.125,2.8,0,0,NA,NA,0,0
"9663","grbgbnut",2021,12,0.02,0.04,NA,NA,0.16,7.61,0,0,NA,NA,0,0
"9664","grbgbnut",2022,4,0.01,0.04,NA,NA,0.053,7.2,0,0,NA,NA,0,0
"9665","grbgbnut",2022,5,0.003,0.0166666666666667,NA,NA,0.048,10.5033333333333,1,0,NA,NA,0,0
"9666","grbgbnut",2022,6,0.009,0.008,NA,NA,0.01,6.21,0,1,NA,NA,1,0
"9667","grbgbnut",2022,7,0.023,0.013,NA,NA,0.012,5.66,0,0,NA,NA,0,0
"9668","grbgbnut",2022,8,0.027,0.0886666666666667,NA,NA,0.01,5.10666666666667,0,0,NA,NA,1,0
"9669","grbgbnut",2022,9,0.031,0.03,NA,NA,0.01,4.53,0,0,NA,NA,1,0
"9670","grbgbnut",2022,10,0.022,0.033,NA,NA,0.051,9.44,0,0,NA,NA,0,0
"9671","grbgbnut",2022,11,0.023,0.037,NA,NA,0.09,NA,0,0,NA,NA,0,NA
"9672","grbgbnut",2022,12,0.024,0.048,NA,NA,0.262,5.61,0,0,NA,NA,0,0
"9673","grblrnut",2002,4,0.0056,0.0419,0.0015,0.0377,0.0392,3.82,0,0,0,0,0,0
"9674","grblrnut",2002,5,9e-04,0.0098,0.0017,0.0476,0.0493,1.54,1,0,0,0,0,0
"9675","grblrnut",2002,6,0.0074,0.0622,0.0024,0.0497,0.0521,0.95,0,0,0,0,0,0
"9676","grblrnut",2002,7,NA,NA,0.0043,NA,NA,4.03,NA,NA,0,NA,NA,0
"9677","grblrnut",2002,8,0.0386,0.0192,NA,NA,0.0525,28.76,0,0,NA,NA,0,0
"9678","grblrnut",2002,9,0.0559,0.2726,0.0099,0.1962,0.2061,5.07,0,0,0,0,0,0
"9679","grblrnut",2002,10,0.0638,0.3782,0.0099,0.1517,0.1616,7.31,0,0,0,0,0,0
"9680","grblrnut",2002,11,0.0025,0.0244,7e-04,0.0794,0.0801,2.1,0,0,0,0,0,0
"9681","grblrnut",2003,4,0.0028,0.0104,1e-04,NA,0.0791,1,0,0,1,NA,0,0
"9682","grblrnut",2003,5,0.0028,0.0197,1e-04,NA,0.0609,5.26,0,0,1,NA,0,0
"9683","grblrnut",2003,6,0.005,0.0314,1e-04,NA,0.0508,3,0,0,1,NA,0,0
"9684","grblrnut",2003,7,0.0208,0.084,0.0054,0.1386,0.144,2.67,0,0,0,0,0,0
"9685","grblrnut",2003,8,0.025,0.0698,0.0053,0.0389,0.0442,4.67,0,0,0,0,0,0
"9686","grblrnut",2003,9,0.0209,0.0658,0.0043,0.068,0.0723,1.34,0,0,0,0,0,0
"9687","grblrnut",2003,11,0.00845,0.0259,0.0031,0.0451,0.0575,0.665,0,0,1,0,0,0
"9688","grblrnut",2004,4,0.0054,0.0267,0.005,0.1434,0.1484,NA,0,0,0,0,0,NA
"9689","grblrnut",2004,5,0.0384,0.0319,0.005,NA,0.0984,3.04,0,0,1,NA,0,0
"9690","grblrnut",2004,6,0.0225,0.0931,0.009,0.1815,0.1905,1.83,0,0,0,0,0,0
"9691","grblrnut",2004,7,0.005,0.0712,0.0059,0.1256,0.1315,4.43,1,0,0,0,0,0
"9692","grblrnut",2004,8,0.0088,0.0402,0.005,NA,0.1061,1.7,0,0,1,NA,0,0
"9693","grblrnut",2004,9,0.005,0.0154,0.005,NA,0.0839,1.69,1,0,1,NA,0,0
"9694","grblrnut",2004,10,0.005,0.0148,0.0071,0.0499,0.057,1.07,1,0,0,0,0,0
"9695","grblrnut",2004,11,0.0058,0.0305,0.005,NA,0.1403,1.34,0,0,1,NA,0,0
"9696","grblrnut",2004,12,0.005,0.0212,0.005,NA,0.0962,1.14,1,0,1,NA,0,0
"9697","grblrnut",2005,4,0.005,0.0609,0.0038,0.141,0.1448,2.05,1,0,0,0,0,0
"9698","grblrnut",2005,5,0.005,0.0155,0.003,NA,0.0684,1.7,1,0,1,NA,0,0
"9699","grblrnut",2005,6,0.005,0.0477,0.003,NA,0.1143,0.99,1,0,1,NA,0,0
"9700","grblrnut",2005,7,0.0104,0.0621,0.0047,0.1682,0.1729,5.46,0,0,0,0,0,0
"9701","grblrnut",2005,8,0.009,0.0311,0.003,NA,0.0922,2.6,0,0,1,NA,0,0
"9702","grblrnut",2005,9,0.0185,0.0614,0.003,NA,0.0745,2.24,0,0,1,NA,0,0
"9703","grblrnut",2005,10,0.005,0.005,0.003,NA,0.0471,2.44,1,1,1,NA,0,0
"9704","grblrnut",2005,11,0.005,0.0074,0.003,NA,0.1593,0.52,1,0,1,NA,0,0
"9705","grblrnut",2005,12,0.005,0.005,0.003,NA,0.1294,0.92,1,1,1,NA,0,0
"9706","grblrnut",2006,4,0.005,0.01215,0.0032,0.1554,0.15335,3.745,1,0,1,0,0,0
"9707","grblrnut",2006,5,0.005,0.0148,0.0066,0.045,0.0521,2.003,1,0,1,0,0,0
"9708","grblrnut",2006,6,0.00645,0.06815,0.003,NA,0.0587,1.478,1,0,1,NA,0,0
"9709","grblrnut",2006,7,0.01225,0.0402,0.00375,0.11565,0.1194,2.1985,0,0,0,0,0,0
"9710","grblrnut",2006,8,0.0138,0.03365,0.003,NA,0.14315,8.905,0,0,1,NA,0,0
"9711","grblrnut",2006,9,0.01705,0.0519,0.003,NA,0.1719,2.2705,0,0,1,NA,0,0
"9712","grblrnut",2006,10,0.005,0.005,0.0034,0.0765,0.08215,1.0875,1,1,1,0,0,0
"9713","grblrnut",2006,11,0.005,0.00805,0.003,NA,0.121,0.7335,1,0,1,NA,0,0
"9714","grblrnut",2006,12,0.005,0.02645,0.00305,0.1688,0.17695,0.683,1,0,1,0,0,0
"9715","grblrnut",2007,4,0.0121,0.0669,0.003,NA,0.14035,3.055,1,0,1,NA,0,0
"9716","grblrnut",2007,5,0.005,0.0347,0.0031,0.0897,0.09125,4.005,1,0,1,0,0,0
"9717","grblrnut",2007,6,0.00505,0.0383,0.00535,0.1885,0.19385,4.435,1,0,0,0,0,0
"9718","grblrnut",2007,7,0.0066,0.03625,0.0035,0.1105,0.114,2.97,1,0,0,0,0,0
"9719","grblrnut",2007,8,0.00955,0.1217,0.0033,0.0863,0.0911,44.53,1,0,1,0,0,0
"9720","grblrnut",2007,9,0.02615,0.05395,0.00315,0.0787,0.08375,145.435,0,0,1,0,0,0
"9721","grblrnut",2007,10,0.005,0.02215,0.003,NA,0.04605,2.26,1,0,1,NA,0,0
"9722","grblrnut",2007,11,0.00765,0.0438,0.00345,0.1432,0.14735,1.865,0,0,1,0,0,0
"9723","grblrnut",2008,4,0.005,0.0155,0.003,NA,0.1145,1.535,1,0,1,NA,0,0
"9724","grblrnut",2008,5,0.005,0.008,0.003,NA,0.0605,1.91,1,0,1,NA,0,0
"9725","grblrnut",2008,6,0.0113,0.073,0.004,0.24,0.226,4.815,0,0,1,0,0,0
"9726","grblrnut",2008,7,0.00985,0.056,0.0035,0.125,0.1225,6.365,0,0,1,0,0,0
"9727","grblrnut",2008,8,0.0078,0.0415,0.003,NA,0.13,3.45,0,0,1,NA,0,0
"9728","grblrnut",2008,9,0.00555,0.035,0.003,NA,0.127,1.795,1,0,1,NA,0,0
"9729","grblrnut",2008,10,0.0059,0.023,0.003,NA,0.059,1.52,0,0,1,NA,0,0
"9730","grblrnut",2008,11,0.005,0.031,0.003,NA,0.1285,1.64,1,0,1,NA,0,0
"9731","grblrnut",2009,4,0.022,0.0155,NA,NA,0.0565,NA,0,0,NA,NA,0,NA
"9732","grblrnut",2009,5,0.014,0.0625,NA,NA,0.1455,NA,0,0,NA,NA,0,NA
"9733","grblrnut",2009,6,0.01,0.076,NA,NA,0.094,NA,0,0,NA,NA,0,NA
"9734","grblrnut",2009,7,0.005,0.0166666666666667,NA,NA,0.0676666666666667,NA,1,0,NA,NA,0,NA
"9735","grblrnut",2009,8,0.012,0.045,NA,NA,0.184,NA,0,0,NA,NA,0,NA
"9736","grblrnut",2009,9,0.044,0.076,NA,NA,0.094,NA,0,0,NA,NA,0,NA
"9737","grblrnut",2009,10,0.005,0.019,NA,NA,0.062,NA,1,0,NA,NA,0,NA
"9738","grblrnut",2009,11,0.005,0.01,NA,NA,0.099,NA,1,0,NA,NA,0,NA
"9739","grblrnut",2009,12,0.01,0.047,NA,NA,0.163,NA,0,0,NA,NA,0,NA
"9740","grblrnut",2010,4,0.005,0.005,NA,NA,0.07,NA,1,1,NA,NA,0,NA
