"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"10253","gtmfmnut",2006,8,0.011,0.032,0.0014,NA,0.00545,4.9,0,0,1,NA,0,0
"10254","gtmfmnut",2006,9,0.0115,0.033,0.00165,0.001,0.00345,7.3,0,0,1,0,0,0
"10255","gtmfmnut",2006,10,0.0155,0.041,0.0032,0.01405,0.01725,4.7,0,0,0,0,0,0
"10256","gtmfmnut",2006,11,0.016,0.0345,0.00345,0.00675,0.0102,3.9,0,0,0,0,0,0
"10257","gtmfmnut",2006,12,0.0165,0.0265,0.0027,0.00265,0.00535,1.9,0,0,0,0,0,0
"10258","gtmfmnut",2007,1,0.015,0.035,0.0043,NA,0.01245,1.55,0,0,1,NA,0,0
"10259","gtmfmnut",2007,2,0.0135,0.047,0.0043,NA,0.0062,1.3,0,0,1,NA,1,0
"10260","gtmfmnut",2007,3,0.0155,0.0385,0.0043,NA,0.0121,2,0,0,1,NA,0,0
"10261","gtmfmnut",2007,4,0.0105,0.0335,0.0043,NA,0.0078,6.7,0,0,1,NA,0,0
"10262","gtmfmnut",2007,5,0.01,0.022,0.0043,NA,0.01045,3.35,0,0,1,NA,0,0
"10263","gtmfmnut",2007,6,0.013,0.0865,0.0043,0.0173,0.0216,4.45,0,0,1,0,0,0
"10264","gtmfmnut",2007,7,0.0055,0.0155,0.0043,NA,0.008,5.25,0,0,1,NA,0,0
"10265","gtmfmnut",2007,8,0.016,0.0165,0.0043,NA,0.0062,10.7,0,0,1,NA,1,0
"10266","gtmfmnut",2007,9,0.0155,0.0695,0.0043,NA,0.0104,4.9,0,0,1,NA,0,0
"10267","gtmfmnut",2007,10,0.006,0.0125,0.0043,NA,0.0062,23.45,0,0,1,NA,1,0
"10268","gtmfmnut",2007,11,0.012,0.023,0.0043,NA,0.0062,2.8,0,0,1,NA,1,0
"10269","gtmfmnut",2007,12,0.0145,0.022,0.0043,NA,0.0063,1.3,0,0,1,NA,1,0
"10270","gtmfmnut",2008,1,0.0105,0.024,0.0043,NA,0.01005,1.6,0,0,1,NA,0,0
"10271","gtmfmnut",2008,2,0.0085,0.015,0.0043,NA,0.0063,2.3,0,0,1,NA,1,0
"10272","gtmfmnut",2008,3,0.015,0.0715,0.0043,NA,0.01245,3,0,0,1,NA,0,0
"10273","gtmfmnut",2008,4,0.0095,0.042,0.0043,NA,0.0081,3.8,0,0,1,NA,0,0
"10274","gtmfmnut",2008,5,0.0055,0.03,0.0043,NA,0.00825,5.25,0,0,1,NA,0,0
"10275","gtmfmnut",2008,6,0.009,0.021,0.0043,NA,0.0062,10.95,0,0,1,NA,1,0
"10276","gtmfmnut",2008,7,0.0085,0.04,0.0043,NA,0.01755,8.5,0,0,1,NA,0,0
"10277","gtmfmnut",2008,8,0.0215,0.0855,0.00465,0.06005,0.0647,4.2,0,0,0,0,0,0
"10278","gtmfmnut",2008,9,0.0305,0.103,0.0196,0.0419,0.0615,5.9,0,0,0,0,0,0
"10279","gtmfmnut",2008,10,0.0155,0.052,0.0067,0.02215,0.02885,6.25,0,0,0,0,0,0
"10280","gtmfmnut",2008,11,0.023,0.0545,0.0046,0.0252,0.0298,3.4,0,0,0,0,0,0
"10281","gtmfmnut",2008,12,0.0125,0.03,0.0043,NA,0.01275,3.15,0,0,1,NA,0,0
"10282","gtmfmnut",2009,1,0.0095,0.0265,0.0032,NA,0.0057,2.4,0,0,1,NA,0,0
"10283","gtmfmnut",2009,2,0.015,0.024,0.00335,NA,NA,1.7,0,0,1,NA,NA,0
"10284","gtmfmnut",2009,3,0.0075,0.0193,0.0032,NA,0.00965,5.6,0,1,1,NA,0,0
"10285","gtmfmnut",2009,4,0.0095,0.037,0.0032,NA,0.01305,4.1,0,0,1,NA,0,0
"10286","gtmfmnut",2009,5,0.0025,NA,0.0032,NA,0.0026,1.9,0,NA,1,NA,1,0
"10287","gtmfmnut",2009,6,0.0175,0.064,0.00515,0.0129,0.01805,NA,0,0,0,0,0,NA
"10288","gtmfmnut",2009,7,0.0275,0.071,0.00475,0.01895,0.0237,4.9,0,0,0,0,0,0
"10289","gtmfmnut",2009,8,0.024,0.0935,0.0048,0.0131,0.0179,5.25,0,0,0,0,0,0
"10290","gtmfmnut",2009,9,0.037,0.14,0.01035,0.04445,0.0548,3,0,0,0,0,0,0
"10291","gtmfmnut",2009,10,0.018,0.0285,0.0032,NA,0.00615,4.95,0,0,1,NA,0,0
"10292","gtmfmnut",2009,11,0.0335,0.0505,0.0089,0.01815,0.02705,4.7,0,0,0,0,0,0
"10293","gtmfmnut",2009,12,0.0185,0.054,0.0058,0.02195,0.02775,2.55,0,0,0,0,0,0
"10294","gtmfmnut",2010,1,0.012,0.025,0.01,NA,0.00695,4.8,0,0,1,NA,0,0
"10295","gtmfmnut",2010,2,0.007,0.023,0.01,NA,0.00935,NA,0,0,1,NA,0,NA
"10296","gtmfmnut",2010,3,0.011,0.033,0.01,NA,0.00755,3.4,0,0,1,NA,0,0
"10297","gtmfmnut",2010,4,0.011,0.0305,0.01,NA,0.00805,3.9,0,0,1,NA,0,0
"10298","gtmfmnut",2010,5,0.01,0.02035,0.01,NA,0.0056,7.4,0,1,1,NA,0,0
"10299","gtmfmnut",2010,6,0.012,0.0295,0.01,NA,0.0055,8.8,0,0,1,NA,0,0
"10300","gtmfmnut",2010,7,0.015,0.039,0.01,NA,0.01305,6.15,0,0,1,NA,0,0
"10301","gtmfmnut",2010,8,0.022,0.058,0.01,NA,0.013,6.55,0,0,1,NA,0,0
"10302","gtmfmnut",2010,9,0.0165,0.1385,0.01,NA,0.0126,4.35,0,0,1,NA,0,0
"10303","gtmfmnut",2010,10,0.0145,0.019,0.01,NA,0.01905,4.25,0,0,1,NA,0,0
"10304","gtmfmnut",2010,11,0.011,0.054,0.01,NA,0.01675,3,0,0,1,NA,0,0
"10305","gtmfmnut",2010,12,0.01,0.051,0.01,NA,0.01395,1.9,0,0,1,NA,0,0
"10306","gtmfmnut",2011,1,0.0075,0.0153,0.0022,NA,0.0086,1.8,0,1,1,NA,0,0
"10307","gtmfmnut",2011,2,0.011,0.017,0.0022,NA,0.0042,2.2,0,0,1,NA,0,0
"10308","gtmfmnut",2011,3,0.011,0.0275,0.0022,NA,0.00835,3.25,0,0,1,NA,0,0
"10309","gtmfmnut",2011,4,0.0075,0.01765,0.0022,0.0067,0.0076,3.9,0,1,1,0,0,0
"10310","gtmfmnut",2011,5,0.0115,0.0385,0.0022,NA,0.0066,5.8,0,0,1,NA,0,0
"10311","gtmfmnut",2011,6,0.0155,0.05,0.0022,NA,0.01,3.8,0,0,1,NA,0,0
"10312","gtmfmnut",2011,7,0.0205,NA,0.00335,0.0118,0.01515,4.35,0,NA,0,0,0,0
"10313","gtmfmnut",2011,8,0.0155,0.041,0.0033,0.00905,0.01235,4.2,0,0,0,0,0,0
"10314","gtmfmnut",2011,9,0.015,0.0505,0.0022,0.0062,0.0078,5,0,0,1,0,0,0
"10315","gtmfmnut",2011,10,0.0165,0.0475,0.0123,0.0352,0.0475,6,0,0,0,0,0,0
"10316","gtmfmnut",2011,11,0.0105,0.038,0.0031,0.01415,0.01725,3.6,0,0,0,0,0,0
"10317","gtmfmnut",2011,12,0.0055,0.044,0.0042,0.0089,0.0131,2.45,0,0,0,0,0,0
"10318","gtmfmnut",2012,1,0.011,0.0255,0.00195,0.00955,0.0115,2.8,0,0,0,0,0,0
"10319","gtmfmnut",2012,2,0.0055,0.0485,0.0024,0.00595,0.00835,1.7,0,0,0,0,0,0
"10320","gtmfmnut",2012,3,0.0075,0.041,0.00355,0.01175,0.0153,3.5,0,0,0,0,0,0
"10321","gtmfmnut",2012,4,0.009,0.0465,0.0044,0.0413,0.0457,3.8,0,0,0,0,0,0
"10322","gtmfmnut",2012,5,0.012,0.0285,0.0016,0.0175,0.0191,3.4,0,0,0,0,0,0
"10323","gtmfmnut",2012,6,0.0065,0.02,0.00245,0.00985,0.0123,4.45,0,0,0,0,0,0
"10324","gtmfmnut",2012,7,0.014,0.0305,0.0021,0.00455,0.00665,3.7,0,0,0,0,0,0
"10325","gtmfmnut",2012,8,0.0165,0.068,0.00425,0.01205,0.0163,2.7,0,0,0,0,0,0
"10326","gtmfmnut",2012,9,0.0245,0.1415,0.0119,0.0251,0.037,4.2,0,0,0,0,0,0
"10327","gtmfmnut",2012,10,0.0085,0.0625,0.00375,0.0147,0.01845,3.25,0,0,0,0,0,0
"10328","gtmfmnut",2012,11,0.0125,0.0885,0.00585,0.01455,0.0204,1.8,0,0,0,0,0,0
"10329","gtmfmnut",2012,12,0.015,0.0225,0.002,NA,0.0105,1.8,0,1,1,NA,0,0
"10330","gtmfmnut",2013,1,0.009,0.01,0.002,0.007,0.006,1.7,0,1,1,0,0,0
"10331","gtmfmnut",2013,2,0.0115,0.0155,0.002,0.0045,0.0045,1.2,0,0,1,1,1,0
"10332","gtmfmnut",2013,3,0.0115,0.01,0.002,0.008,0.008,1.55,0,1,1,1,0,0
"10333","gtmfmnut",2013,4,0.0375,0.0735,0.003,0.017,0.02,2.95,0,0,0,0,0,0
"10334","gtmfmnut",2013,5,0.017,0.042,0.01,0.02,NA,4,0,0,1,1,NA,0
"10335","gtmfmnut",2013,6,0.0195,0.04,0.002,0.005,0.0075,4.4,0,0,1,0,0,0
"10336","gtmfmnut",2013,7,0.0175,0.041,0.002,0.008,0.01,5.8,0,0,1,0,0,0
"10337","gtmfmnut",2013,8,0.022,0.0505,0.002,0.0085,0.0105,3.1,0,0,0,0,0,0
"10338","gtmfmnut",2013,9,0.022,0.0355,0.0085,0.011,0.013,3.15,0,0,0,0,0,0
"10339","gtmfmnut",2013,10,0.0195,0.0135,0.005,0.004,0.009,4.8,0,0,0,1,0,0
"10340","gtmfmnut",2013,11,0.0215,0.0245,0.002,0.0055,0.0075,2.4,0,0,1,0,0,0
"10341","gtmfmnut",2013,12,0.017,0.023,0.0025,0.0125,0.015,3.1,0,0,0,0,0,0
"10342","gtmfmnut",2014,1,0.01,0.013,0.002,NA,0.008,1.75,0,0,1,NA,0,0
"10343","gtmfmnut",2014,2,0.018,0.06,0.002,0.0045,0.0065,1.65,0,0,0,0,0,0
"10344","gtmfmnut",2014,3,0.014,0.0255,0.0025,0.004,0.0065,2.35,0,0,1,1,0,0
"10345","gtmfmnut",2014,4,0.0175,0.0605,0.0025,0.008,0.0105,2.85,0,0,0,0,0,0
"10346","gtmfmnut",2014,5,0.02,0.0385,0.002,NA,0.0105,5.2,0,0,1,NA,0,0
"10347","gtmfmnut",2014,6,0.0265,0.0565,0.004,0.012,0.0155,4.65,0,0,0,0,0,0
"10348","gtmfmnut",2014,7,0.0205,0.024,0.002,NA,0.009,7.15,0,0,1,NA,0,0
"10349","gtmfmnut",2014,8,0.0285,0.055,0.003,0.0105,0.013,6.15,0,0,0,0,0,0
"10350","gtmfmnut",2014,9,0.0205,0.0355,0.003,0.004,0.006,4.45,0,0,0,1,1,0
"10351","gtmfmnut",2014,10,0.0255,0.036,0.0055,0.0095,0.015,4.25,0,0,0,0,0,0
"10352","gtmfmnut",2014,11,0.021,0.0075,0.002,NA,0.0045,3.5,0,0,1,NA,1,0
"10353","gtmfmnut",2014,12,0.026,0.0365,0.0025,0.022,0.0245,2.9,0,0,0,0,0,0
"10354","gtmfmnut",2015,1,0.0155,0.0155,0.002,0.003,0.005,1.75,0,0,1,0,0,0
"10355","gtmfmnut",2015,2,0.01,0.0045,0.002,0.002,0.004,1.7,0,0,1,0,1,0
"10356","gtmfmnut",2015,3,0.0165,0.0205,0.002,0.0045,0.0065,2.7,0,0,1,0,0,0
"10357","gtmfmnut",2015,4,0.015,0.033,0.002,0.005,0.007,3.5,0,0,1,0,0,0
"10358","gtmfmnut",2015,5,0.0175,0.037,0.002,0.0045,0.006,4.6,0,0,1,0,0,0
"10359","gtmfmnut",2015,6,0.0175,0.007,0.002,0.002,0.004,11.5,0,0,1,0,1,0
"10360","gtmfmnut",2015,7,0.0145,0.016,0.002,0.002,0.004,9.6,0,0,1,0,1,0
"10361","gtmfmnut",2015,8,0.0125,0.0225,0.002,0.002,0.004,8.15,0,0,1,0,1,0
"10362","gtmfmnut",2015,9,0.0285,0.12,0.007,0.0085,0.0155,3.65,0,0,0,0,0,0
"10363","gtmfmnut",2015,10,0.0185,0.043,0.007,0.007,0.014,2.3,0,0,0,0,0,0
"10364","gtmfmnut",2015,11,0.017,NA,0.0025,0.0015,0.004,NA,0,NA,1,0,1,NA
"10365","gtmfmnut",2015,12,0.0165,0.029,0.003,0.006,0.009,2.55,0,0,0,0,0,0
"10366","gtmfmnut",2016,1,0.0095,0.0175,0.002,0.002,0.004,1.09,0,0,1,1,1,0
"10367","gtmfmnut",2016,2,0.007,0.015,0.002,0.002,0.004,0.93,0,0,1,1,1,0
"10368","gtmfmnut",2016,3,0.0085,0.0235,0.002,0.002,0.004,1.1,0,0,1,1,1,0
"10369","gtmfmnut",2016,4,0.016,NA,0.0035,0.01,0.0135,4.05,0,NA,1,0,0,0
"10370","gtmfmnut",2016,5,0.011,0.006,0.002,0.002,0.004,5.15,0,0,1,1,1,0
"10371","gtmfmnut",2016,6,0.0185,0.0555,0.002,0.0085,0.0105,4.25,0,0,0,0,0,0
"10372","gtmfmnut",2016,7,0.021,0.025,0.002,0.002,0.004,6.3,0,0,1,1,1,0
"10373","gtmfmnut",2016,8,0.018,0.021,0.002,0.002,0.004,5.2,0,0,1,1,1,0
"10374","gtmfmnut",2016,9,0.016,0.036,0.002,0.0045,0.0065,3.35,0,0,1,0,0,0
"10375","gtmfmnut",2016,10,0.013,0.0215,0.002,0.0025,0.0045,2.05,0,0,1,1,0,0
"10376","gtmfmnut",2016,11,0.016,0.022,0.002,0.0085,0.0105,2.4,0,0,1,0,0,0
"10377","gtmfmnut",2016,12,0.011,0.015,0.002,0.0095,0.0115,2.05,0,0,1,0,0,0
"10378","gtmfmnut",2017,1,0.012,0.012,0.002,0.008,0.01,1.5,0,0,1,0,0,0
"10379","gtmfmnut",2017,2,0.0135,0.02,0.002,0.0125,0.0145,1.85,0,0,0,0,0,0
"10380","gtmfmnut",2017,3,0.009,0.0155,0.002,0.0025,0.0045,2.3,0,0,1,0,1,0
"10381","gtmfmnut",2017,4,0.0145,0.0245,0.002,0.0045,0.0065,3,0,0,1,0,0,0
"10382","gtmfmnut",2017,5,0.013,0.027,0.003,0.0035,0.0065,4.15,0,0,0,0,0,0
"10383","gtmfmnut",2017,6,0.015,0.0335,0.002,0.006,0.008,4.55,0,0,1,0,0,0
"10384","gtmfmnut",2017,7,0.018,0.043,0.002,0.0055,0.0075,2.25,0,0,1,0,0,0
"10385","gtmfmnut",2017,8,0.018,0.038,0.0025,0.0145,0.017,4.35,0,0,0,0,0,0
"10386","gtmfmnut",2017,9,0.0375,0.165,0.0135,0.0095,0.023,2.45,0,0,0,0,0,0
"10387","gtmfmnut",2017,10,0.0425,0.093,0.047,0.0155,0.0625,1.55,0,0,0,0,0,0
"10388","gtmfmnut",2017,11,0.029,0.0665,0.012,0.0405,0.0525,2.75,0,0,0,0,0,0
"10389","gtmfmnut",2017,12,0.019,0.034,0.006,0.024,0.03,2.2,0,0,0,0,0,0
"10390","gtmfmnut",2018,1,0.0175,0.009,0.002,0.0095,0.0115,1.45,0,0,1,0,0,0
"10391","gtmfmnut",2018,2,0.0165,0.0185,0.002,0.0045,0.0065,1.75,0,0,1,0,0,0
"10392","gtmfmnut",2018,3,0.0145,0.0135,0.002,0.0125,0.0145,2.15,0,0,1,0,0,0
"10393","gtmfmnut",2018,4,0.013,0.0265,0.002,0.0045,0.0065,2.7,0,0,1,0,0,0
"10394","gtmfmnut",2018,5,0.016,0.0235,0.0025,0.0045,0.007,15.5,0,0,0,0,0,0
"10395","gtmfmnut",2018,6,0.0285,0.0865,0.004,0.0155,0.0195,6.35,0,0,0,0,0,0
"10396","gtmfmnut",2018,7,0.024,0.061,0.003,0.014,0.017,4.85,0,0,0,0,0,0
"10397","gtmfmnut",2018,8,0.027,0.058,0.002,0.0135,0.0155,5.8,0,0,0,0,0,0
"10398","gtmfmnut",2018,9,0.022,0.032,0.002,0.0085,0.0105,5.1,0,0,1,0,0,0
"10399","gtmfmnut",2018,10,0.012,0.0175,0.007,0.002,0.009,4,0,0,0,0,0,0
"10400","gtmfmnut",2018,11,0.017,0.022,0.002,0.008,0.01,3.95,0,0,0,0,0,0
"10401","gtmfmnut",2018,12,0.02,0.0465,0.003,0.147,0.15,2.15,0,0,0,0,0,0
"10402","gtmfmnut",2019,1,0.004,0.004,0.002,0.005,0.007,6.6,1,0,1,0,0,0
"10403","gtmfmnut",2019,2,0.004,0.005,0.002,0.002,0.004,3.55,1,0,1,0,1,0
"10404","gtmfmnut",2019,3,0.0085,0.0145,0.002,0.004,0.006,2,0,0,1,0,0,0
"10405","gtmfmnut",2019,4,0.006,0.009,0.002,0.005,0.007,2.9,0,0,1,0,1,0
"10406","gtmfmnut",2019,5,0.01,0.013,0.002,0.0025,0.0045,4.55,0,0,1,0,1,0
"10407","gtmfmnut",2019,6,0.004,0.003,0.002,0.002,0.004,3.8,1,0,1,0,1,0
"10408","gtmfmnut",2019,7,0.004,0.0045,0.002,0.004,0.006,5.05,1,0,1,0,1,0
"10409","gtmfmnut",2019,8,0.006,0.0065,0.002,0.002,0.004,4.75,0,0,1,0,1,0
"10410","gtmfmnut",2019,9,0.0045,0.003,0.002,0.002,0.004,5,0,1,1,0,1,0
"10411","gtmfmnut",2019,10,0.0055,0.005,0.002,0.002,0.004,6.45,0,0,1,0,1,0
"10412","gtmfmnut",2019,11,0.0125,0.0145,0.005,0.006,0.011,3.55,0,0,0,0,0,0
"10413","gtmfmnut",2019,12,0.0125,0.0125,0.002,0.002,0.004,4.4,0,0,1,0,1,0
"10414","gtmfmnut",2020,1,0.0075,0.012,0.004,0.009,0.013,3.9,0,0,0,0,0,0
"10415","gtmfmnut",2020,2,0.005,0.0075,0.002,0.002,0.004,5.4,0,0,1,1,1,0
"10416","gtmfmnut",2020,3,0.004,0.004,NA,NA,0.004,2.55,0,0,NA,NA,1,0
"10417","gtmfmnut",2020,4,NA,0.0395,NA,NA,0.0155,3.85,NA,0,NA,NA,0,0
"10418","gtmfmnut",2020,5,NA,0.0205,NA,NA,0.004,5.7,NA,0,NA,NA,0,0
"10419","gtmfmnut",2020,6,0.0235,0.034,NA,NA,0.01,5.3,0,0,NA,NA,0,0
"10420","gtmfmnut",2020,7,0.0095,0.005,0.002,0.002,0.004,7.55,0,0,1,1,1,0
"10421","gtmfmnut",2020,8,0.015,0.0145,0.002,0.003,0.005,4.4,0,0,1,1,1,0
"10422","gtmfmnut",2020,9,0.018,0.0315,0.002,0.0075,0.0095,3.1,0,0,0,0,0,0
"10423","gtmfmnut",2020,10,0.035,0.105,0.018,0.019,0.037,2.65,0,0,0,0,0,0
"10424","gtmfmnut",2020,11,0.01,0.0085,0.0025,0.0055,0.008,4.15,0,0,0,0,0,0
"10425","gtmfmnut",2020,12,0.0225,0.046,0.007,0.0205,0.0275,2.95,0,0,0,0,0,0
"10426","gtmfmnut",2021,1,0.013,0.014,NA,NA,0.004,1.1,0,0,NA,NA,1,0
"10427","gtmfmnut",2021,2,0.0125,0.014,NA,NA,0.004,1.55,0,0,NA,NA,1,0
"10428","gtmfmnut",2021,3,0.013,0.0115,NA,NA,0.004,1.65,0,0,NA,NA,1,0
"10429","gtmfmnut",2021,4,0.0145,0.0175,NA,NA,0.004,2.2,0,0,NA,NA,1,0
"10430","gtmfmnut",2021,5,0.0085,0.0075,NA,NA,0.004,6.5,0,0,NA,NA,1,0
"10431","gtmfmnut",2021,6,0.009,0.009,NA,NA,0.004,11,0,0,NA,NA,1,0
"10432","gtmfmnut",2021,7,0.0065,0.006,NA,NA,0.004,8.7,0,0,NA,NA,1,0
"10433","gtmfmnut",2021,8,0.0215,0.0275,NA,NA,0.004,7.2,0,0,NA,NA,1,0
"10434","gtmfmnut",2021,9,0.0185,0.0265,NA,NA,0.006,4,0,0,NA,NA,0,0
"10435","gtmfmnut",2021,10,0.0135,NA,NA,NA,0.004,4.9,0,NA,NA,NA,1,0
"10436","gtmfmnut",2021,11,0.028,0.042,NA,NA,0.015,4,0,0,NA,NA,0,0
"10437","gtmfmnut",2021,12,0.02,0.0245,NA,NA,0.008,2.4,0,0,NA,NA,0,0
"10438","gtmfmnut",2022,1,0.0085,0.0125,NA,NA,0.0105,5.2,0,0,NA,NA,0,0
"10439","gtmfmnut",2022,2,0.0095,0.005,NA,NA,0.007,4.3,0,0,NA,NA,0,0
"10440","gtmfmnut",2022,3,0.004,NA,NA,NA,0.004,4.25,0,NA,NA,NA,1,0
"10441","gtmfmnut",2022,4,0.0195,0.0325,NA,NA,0.011,4.5,0,0,NA,NA,0,0
"10442","gtmfmnut",2022,5,0.0105,0.0075,NA,NA,0.004,5.55,0,0,NA,NA,1,0
"10443","gtmfmnut",2022,6,0.011,0.011,NA,NA,0.004,5.5,0,0,NA,NA,1,0
"10444","gtmfmnut",2022,7,0.0155,0.015,NA,NA,0.004,5.6,0,0,NA,NA,1,0
"10445","gtmfmnut",2022,8,0.019,0.032,NA,NA,0.004,3.3,0,0,NA,NA,1,0
"10446","gtmfmnut",2022,9,0.011,NA,NA,NA,0.004,3.8,0,NA,NA,NA,1,0
"10447","gtmfmnut",2022,10,0.008,0.0115,NA,NA,0.004,5.2,0,0,NA,NA,1,0
"10448","gtmfmnut",2022,11,0.0105,0.0105,NA,NA,0.004,4.3,0,0,NA,NA,1,0
"10449","gtmfmnut",2022,12,0.0125,0.0225,NA,NA,0.005,1.75,0,0,NA,NA,0,0
"10450","gtmpcnut",2002,5,0.057,0.051,0.0018,5e-04,0.0023,12.3,0,0,0,0,0,0
"10451","gtmpcnut",2002,6,0.002,0.016,0.0015,4e-04,0.0019,9.2,1,0,0,0,0,0
